Hour,Total Outflow cfs,Generation Flow cfs,Spill cfs,Forebay Elevation,Tailwater Elevation,Average Head,Date
MAX,1600,1600,0,1200.53,1109.47,91.07,4/22/2022
MIN,1530,1530,0,1195.16,1109.37,85.78,4/22/2022
1,1560,1560,0,1197.12,1109.37,87.75,4/23/2022
2,1560,1560,0,1196.99,1109.39,87.6,4/23/2022
3,1560,1560,0,1196.85,1109.43,87.42,4/23/2022
4,1560,1560,0,1196.7,1109.41,87.29,4/23/2022
5,1560,1560,0,1196.56,1109.38,87.18,4/23/2022
6,1570,1570,0,1195.68,1109.39,86.29,4/23/2022
7,1530,1530,0,1194.73,1109.32,85.41,4/23/2022
8,1520,1520,0,1195.52,1109.37,86.15,4/23/2022
9,1530,1530,0,1196.48,1109.36,87.12,4/23/2022
10,1560,1560,0,1197.43,1109.37,88.06,4/23/2022
11,1570,1570,0,1198.34,1109.4,88.94,4/23/2022
12,1570,1570,0,1199.19,1109.44,89.75,4/23/2022
13,1560,1560,0,1198.39,1109.41,88.98,4/23/2022
14,1560,1560,0,1197.52,1109.44,88.08,4/23/2022
15,1560,1560,0,1198.28,1109.41,88.87,4/23/2022
16,1580,1580,0,1199.18,1109.46,89.72,4/23/2022
17,1580,1580,0,1200.04,1109.42,90.62,4/23/2022
18,1590,1590,0,1199.21,1109.48,89.73,4/23/2022
19,1600,1600,0,1198.3,1109.44,88.86,4/23/2022
20,1570,1570,0,1197.4,1109.43,87.97,4/23/2022
21,1570,1570,0,1197.3,1109.41,87.89,4/23/2022
22,1560,1560,0,1197.2,1109.44,87.76,4/23/2022
23,1560,1560,0,1197.1,1109.38,87.72,4/23/2022
24,1560,1560,0,1197,1109.44,87.56,4/23/2022
,,,,,,,4/23/2022
AVG,1562,1562,0,1197.44,1109.41,88.03,4/23/2022
,,,,,,,4/23/2022
MAX,1600,1600,0,1200.04,1109.48,90.62,4/23/2022
MIN,1520,1520,0,1194.73,1109.32,85.41,4/23/2022
1,1560,1560,0,1196.89,1109.4,87.49,4/24/2022
2,1570,1570,0,1196.79,1109.43,87.36,4/24/2022
3,1560,1560,0,1196.7,1109.4,87.3,4/24/2022
4,1570,1570,0,1196.6,1109.39,87.21,4/24/2022
5,1560,1560,0,1196.51,1109.41,87.1,4/24/2022
6,1560,1560,0,1195.7,1109.38,86.32,4/24/2022
7,1530,1530,0,1194.74,1109.35,85.39,4/24/2022
8,1520,1520,0,1195.55,1109.37,86.18,4/24/2022
9,1530,1530,0,1196.52,1109.39,87.13,4/24/2022
10,1550,1550,0,1197.47,1109.44,88.03,4/24/2022
11,1570,1570,0,1198.4,1109.43,88.97,4/24/2022
12,1570,1570,0,1199.27,1109.46,89.81,4/24/2022
13,1560,1560,0,1198.49,1109.41,89.08,4/24/2022
14,1570,1570,0,1197.62,1109.42,88.2,4/24/2022
15,1580,1580,0,1198.41,1109.43,88.98,4/24/2022
16,1570,1570,0,1199.31,1109.42,89.89,4/24/2022
17,1570,1570,0,1200.18,1109.45,90.73,4/24/2022
18,1600,1600,0,1199.38,1109.45,89.93,4/24/2022
19,1580,1580,0,1198.5,1109.39,89.11,4/24/2022
20,1580,1580,0,1197.64,1109.43,88.21,4/24/2022
21,1560,1560,0,1197.46,1109.42,88.04,4/24/2022
22,1560,1560,0,1197.43,1109.38,88.05,4/24/2022
23,1570,1570,0,1197.39,1109.43,87.96,4/24/2022
24,1560,1560,0,1197.36,1109.39,87.97,4/24/2022
,,,,,,,4/24/2022
AVG,1563,1563,0,1197.51,1109.41,88.1,4/24/2022
,,,,,,,4/24/2022
MAX,1600,1600,0,1200.18,1109.46,90.73,4/24/2022
MIN,1520,1520,0,1194.74,1109.35,85.39,4/24/2022
1,1580,1580,0,1197.33,1109.4,87.93,4/25/2022
2,1560,1560,0,1197.29,1109.4,87.89,4/25/2022
3,1570,1570,0,1197.25,1109.44,87.81,4/25/2022
4,1580,1580,0,1197.2,1109.43,87.77,4/25/2022
5,1580,1580,0,1196.97,1109.42,87.55,4/25/2022
6,1590,1590,0,1196.01,1109.45,86.56,4/25/2022
7,1560,1560,0,1195.07,1109.4,85.67,4/25/2022
8,1550,1550,0,1195.84,1109.34,86.5,4/25/2022
9,1570,1570,0,1196.83,1109.43,87.4,4/25/2022
10,1560,1560,0,1197.75,1109.42,88.33,4/25/2022
11,1570,1570,0,1198.71,1109.44,89.27,4/25/2022
12,1570,1570,0,1199.61,1109.42,90.19,4/25/2022
13,1580,1580,0,1198.8,1109.41,89.39,4/25/2022
14,1570,1570,0,1197.96,1109.4,88.56,4/25/2022
15,1580,1580,0,1198.76,1109.42,89.34,4/25/2022
16,1580,1580,0,1199.67,1109.44,90.23,4/25/2022
17,1590,1590,0,1200.52,1109.44,91.08,4/25/2022
18,1600,1600,0,1199.7,1109.42,90.28,4/25/2022
19,1590,1590,0,1198.81,1109.45,89.36,4/25/2022
20,1570,1570,0,1197.91,1109.38,88.53,4/25/2022
21,1570,1570,0,1197.62,1109.4,88.22,4/25/2022
22,1570,1570,0,1197.6,1109.44,88.16,4/25/2022
23,1560,1560,0,1197.56,1109.39,88.17,4/25/2022
24,1580,1580,0,1197.53,1109.42,88.11,4/25/2022
,,,,,,,4/25/2022
AVG,1574,1574,0,1197.85,1109.42,88.43,4/25/2022
,,,,,,,4/25/2022
MAX,1600,1600,0,1200.52,1109.45,91.08,4/25/2022
MIN,1550,1550,0,1195.07,1109.34,85.67,4/25/2022
1,1580,1580,0,1197.5,1109.45,88.05,4/26/2022
2,1580,1580,0,1197.47,1109.42,88.05,4/26/2022
3,1570,1570,0,1197.45,1109.4,88.05,4/26/2022
4,1580,1580,0,1197.43,1109.43,88,4/26/2022
5,1590,1590,0,1197.05,1109.43,87.62,4/26/2022
6,1580,1580,0,1196.12,1109.39,86.73,4/26/2022
7,1560,1560,0,1195.18,1109.41,85.77,4/26/2022
8,1570,1570,0,1196.01,1109.39,86.62,4/26/2022
9,1560,1560,0,1197.04,1109.37,87.67,4/26/2022
10,1580,1580,0,1198,1109.44,88.56,4/26/2022
11,1590,1590,0,1198.91,1109.45,89.46,4/26/2022
12,1580,1580,0,1199.79,1109.42,90.37,4/26/2022
13,1580,1580,0,1198.95,1109.43,89.52,4/26/2022
14,1590,1590,0,1198.13,1109.43,88.7,4/26/2022
15,1590,1590,0,1198.89,1109.44,89.45,4/26/2022
16,1590,1590,0,1199.74,1109.45,90.29,4/26/2022
17,1600,1600,0,1200.61,1109.4,91.21,4/26/2022
18,1600,1600,0,1199.78,1109.47,90.31,4/26/2022
19,1590,1590,0,1198.87,1109.44,89.43,4/26/2022
20,1590,1590,0,1198,1109.4,88.6,4/26/2022
21,1570,1570,0,1197.47,1109.38,88.09,4/26/2022
22,1560,1560,0,1197.47,1109.4,88.07,4/26/2022
23,1570,1570,0,1197.47,1109.43,88.04,4/26/2022
24,1580,1580,0,1197.47,1109.39,88.08,4/26/2022
,,,,,,,4/26/2022
AVG,1580,1580,0,1197.95,1109.42,88.53,4/26/2022
,,,,,,,4/26/2022
MAX,1600,1600,0,1200.61,1109.47,91.21,4/26/2022
MIN,1560,1560,0,1195.18,1109.37,85.77,4/26/2022
1,1580,1580,0,1197.45,1109.44,88.01,4/27/2022
2,1580,1580,0,1197.44,1109.42,88.02,4/27/2022
3,1580,1580,0,1197.43,1109.41,88.02,4/27/2022
4,1580,1580,0,1197.41,1109.42,87.99,4/27/2022
5,1580,1580,0,1197.03,1109.41,87.62,4/27/2022
6,1590,1590,0,1196.03,1109.42,86.61,4/27/2022
7,1570,1570,0,1195.09,1109.39,85.7,4/27/2022
8,1530,1530,0,1195.79,1109.38,86.41,4/27/2022
9,1560,1560,0,1196.73,1109.43,87.3,4/27/2022
10,1560,1560,0,1197.63,1109.4,88.23,4/27/2022
11,1580,1580,0,1198.54,1109.4,89.14,4/27/2022
12,1580,1580,0,1199.4,1109.47,89.93,4/27/2022
13,1580,1580,0,1198.6,1109.4,89.2,4/27/2022
14,1560,1560,0,1197.72,1109.41,88.31,4/27/2022
15,1560,1560,0,1198.44,1109.45,88.99,4/27/2022
16,1580,1580,0,1199.31,1109.41,89.9,4/27/2022
17,1600,1600,0,1200.16,1109.51,90.65,4/27/2022
18,1600,1600,0,1199.3,1109.41,89.89,4/27/2022
19,1600,1600,0,1198.41,1109.43,88.98,4/27/2022
20,1580,1580,0,1197.46,1109.39,88.07,4/27/2022
21,1570,1570,0,1197.15,1109.41,87.74,4/27/2022
22,1570,1570,0,1197.15,1109.44,87.71,4/27/2022
23,1570,1570,0,1197.15,1109.39,87.76,4/27/2022
24,1570,1570,0,1197.15,1109.43,87.72,4/27/2022
,,,,,,,4/27/2022
AVG,1575,1575,0,1197.67,1109.42,88.25,4/27/2022
,,,,,,,4/27/2022
MAX,1600,1600,0,1200.16,1109.51,90.65,4/27/2022
MIN,1530,1530,0,1195.09,1109.38,85.7,4/27/2022
1,1570,1570,0,1197.15,1109.43,87.72,4/28/2022
2,1570,1570,0,1197.15,1109.4,87.75,4/28/2022
3,1570,1570,0,1197.15,1109.41,87.74,4/28/2022
4,1570,1570,0,1197.15,1109.4,87.75,4/28/2022
5,1570,1570,0,1196.95,1109.42,87.53,4/28/2022
6,1580,1580,0,1195.95,1109.42,86.53,4/28/2022
7,1560,1560,0,1194.99,1109.4,85.59,4/28/2022
8,1560,1560,0,1195.71,1109.41,86.3,4/28/2022
9,1560,1560,0,1196.62,1109.4,87.22,4/28/2022
10,1560,1560,0,1197.52,1109.43,88.09,4/28/2022
11,1570,1570,0,1198.39,1109.41,88.98,4/28/2022
12,1580,1580,0,1199.23,1109.45,89.78,4/28/2022
13,1580,1580,0,1198.41,1109.45,88.96,4/28/2022
14,1570,1570,0,1197.52,1109.43,88.09,4/28/2022
15,1560,1560,0,1198.27,1109.37,88.9,4/28/2022
16,1580,1580,0,1199.12,1109.45,89.67,4/28/2022
17,1580,1580,0,1199.96,1109.41,90.55,4/28/2022
18,1590,1590,0,1199.11,1109.44,89.67,4/28/2022
19,1590,1590,0,1198.18,1109.42,88.76,4/28/2022
20,1570,1570,0,1197.25,1109.39,87.86,4/28/2022
21,1570,1570,0,1197.16,1109.39,87.77,4/28/2022
22,1560,1560,0,1197.19,1109.37,87.82,4/28/2022
23,1560,1560,0,1197.21,1109.36,87.85,4/28/2022
24,1560,1560,0,1197.25,1109.42,87.83,4/28/2022
,,,,,,,4/28/2022
AVG,1570,1570,0,1197.52,1109.41,88.11,4/28/2022
,,,,,,,4/28/2022
MAX,1590,1590,0,1199.96,1109.45,90.55,4/28/2022
MIN,1560,1560,0,1194.99,1109.36,85.59,4/28/2022
1,1580,1580,0,1197.28,1109.4,87.88,4/29/2022
2,1570,1570,0,1197.31,1109.35,87.96,4/29/2022
3,1580,1580,0,1197.36,1109.37,87.99,4/29/2022
4,1580,1580,0,1197.39,1109.42,87.97,4/29/2022
5,1580,1580,0,1197.43,1109.41,88.02,4/29/2022
6,1670,1670,0,1196.64,1109.57,87.07,4/29/2022
7,1900,1900,0,1195.49,1109.86,85.63,4/29/2022
8,2050,2050,0,1195.88,1110.06,85.82,4/29/2022
9,2170,2170,0,1196.39,1110.27,86.12,4/29/2022
10,2170,2170,0,1196.83,1110.26,86.57,4/29/2022
11,2040,2040,0,1197.36,1110.05,87.31,4/29/2022
12,2050,2050,0,1197.92,1110.12,87.8,4/29/2022
13,2080,2080,0,1198.48,1110.12,88.36,4/29/2022
14,2130,2130,0,1198.99,1110.19,88.8,4/29/2022
15,2110,2110,0,1199.49,1110.18,89.31,4/29/2022
16,2110,2110,0,1199.97,1110.15,89.82,4/29/2022
17,2120,2120,0,1200.47,1110.19,90.28,4/29/2022
18,2090,2090,0,1201,1110.14,90.86,4/29/2022
19,2090,2090,0,1201.49,1110.14,91.35,4/29/2022
20,2080,2080,0,1201.24,1110.12,91.12,4/29/2022
21,2080,2080,0,1200.95,1110.09,90.86,4/29/2022
22,2050,2050,0,1200.68,1110.1,90.58,4/29/2022
23,2120,2120,0,1200.37,1110.18,90.19,4/29/2022
24,2110,2110,0,1200.05,1110.15,89.9,4/29/2022
,,,,,,,4/29/2022
AVG,1963,1963,0,1198.6,1109.95,88.65,4/29/2022
,,,,,,,4/29/2022
MAX,2170,2170,0,1201.49,1110.27,91.35,4/29/2022
MIN,1570,1570,0,1195.49,1109.35,85.63,4/29/2022
1,2110,2110,0,1199.75,1110.21,89.54,4/30/2022
2,2110,2110,0,1199.46,1110.18,89.28,4/30/2022
3,2120,2120,0,1199.15,1110.18,88.97,4/30/2022
4,2120,2120,0,1198.87,1110.16,88.71,4/30/2022
5,2120,2120,0,1198.86,1110.22,88.64,4/30/2022
6,2120,2120,0,1198.97,1110.18,88.79,4/30/2022
7,2120,2120,0,1198.65,1110.16,88.49,4/30/2022
8,2200,2200,0,1199.08,1110.59,88.49,4/30/2022
9,2480,2480,0,1199.43,1110.61,88.82,4/30/2022
10,2570,2570,0,1199.74,1110.71,89.03,4/30/2022
11,2670,2670,0,1199.99,1110.81,89.18,4/30/2022
12,2720,2720,0,1200.2,1110.92,89.28,4/30/2022
13,2720,2720,0,1200.43,1110.9,89.53,4/30/2022
14,2720,2720,0,1200.67,1110.86,89.81,4/30/2022
15,2720,2720,0,1200.89,1110.85,90.04,4/30/2022
16,2720,2720,0,1201.14,1110.87,90.27,4/30/2022
17,2720,2720,0,1201.37,1110.86,90.51,4/30/2022
18,2730,2730,0,1201.62,1110.85,90.77,4/30/2022
19,2730,2730,0,1201.83,1110.86,90.97,4/30/2022
20,2720,2720,0,1201.67,1110.84,90.83,4/30/2022
21,2730,2730,0,1201.5,1110.81,90.69,4/30/2022
22,2720,2720,0,1201.02,1110.82,90.2,4/30/2022
23,2720,2720,0,1200.48,1110.87,89.61,4/30/2022
24,2700,2700,0,1199.92,1110.87,89.05,4/30/2022
,,,,,,,4/30/2022
AVG,2505,2505,0,1200.2,1110.63,89.56,4/30/2022
,,,,,,,4/30/2022
MAX,2730,2730,0,1201.83,1110.92,90.97,4/30/2022
MIN,2110,2110,0,1198.65,1110.16,88.49,4/30/2022
1,2700,2700,0,1199.37,1110.9,88.47,5/1/2022
2,2690,2690,0,1199.52,1110.87,88.65,5/1/2022
3,2700,2700,0,1200.28,1110.84,89.44,5/1/2022
4,2700,2700,0,1200.8,1110.87,89.93,5/1/2022
5,2720,2720,0,1200.65,1110.88,89.77,5/1/2022
6,2700,2700,0,1200.93,1110.88,90.05,5/1/2022
7,2720,2720,0,1200.91,1110.82,90.09,5/1/2022
8,2980,2980,0,1200.97,1111.23,89.74,5/1/2022
9,3060,3060,0,1200.89,1111.3,89.59,5/1/2022
10,3130,3130,0,1200.75,1111.39,89.36,5/1/2022
11,3230,3230,0,1200.54,1111.48,89.06,5/1/2022
12,3240,3240,0,1200.31,1111.52,88.79,5/1/2022
13,3300,3300,0,1200.04,1111.54,88.5,5/1/2022
14,3330,3330,0,1199.74,1111.62,88.12,5/1/2022
15,3330,3330,0,1199.45,1111.58,87.87,5/1/2022
16,3330,3330,0,1199.13,1111.58,87.55,5/1/2022
17,3330,3330,0,1198.81,1111.57,87.24,5/1/2022
18,3420,3420,0,1198.47,1111.7,86.77,5/1/2022
19,3400,3400,0,1198.08,1111.69,86.39,5/1/2022
20,3380,3380,0,1198.21,1111.65,86.56,5/1/2022
21,3360,3360,0,1198.2,1111.64,86.56,5/1/2022
22,3380,3380,0,1198.12,1111.68,86.44,5/1/2022
23,3380,3380,0,1198.04,1111.64,86.4,5/1/2022
24,3360,3360,0,1197.9,1111.64,86.26,5/1/2022
,,,,,,,5/1/2022
AVG,3120,3120,0,1199.59,1111.35,88.23,5/1/2022
,,,,,,,5/1/2022
MAX,3420,3420,0,1200.97,1111.7,90.09,5/1/2022
MIN,2690,2690,0,1197.9,1110.82,86.26,5/1/2022
1,3350,3350,0,1197.77,1111.62,86.15,5/2/2022
2,3330,3330,0,1197.64,1111.56,86.08,5/2/2022
3,3330,3330,0,1197.52,1111.63,85.89,5/2/2022
4,3350,3350,0,1197.38,1111.61,85.77,5/2/2022
5,3350,3350,0,1197.35,1111.6,85.75,5/2/2022
6,3310,3310,0,1197.31,1111.59,85.72,5/2/2022
7,3380,3380,0,1197.12,1111.63,85.49,5/2/2022
8,3380,3380,0,1196.68,1111.73,84.95,5/2/2022
9,3650,3650,0,1196.13,1112.08,84.05,5/2/2022
10,3940,2960,980,1195.35,1112.53,82.82,5/2/2022
11,4050,3080,970,1194.37,1112.53,81.84,5/2/2022
12,4050,3080,970,1194.22,1112.52,81.7,5/2/2022
13,4090,3120,970,1194.34,1112.55,81.79,5/2/2022
14,4090,3110,980,1194.55,1112.51,82.04,5/2/2022
15,4100,3120,980,1195.06,1112.55,82.51,5/2/2022
16,4170,3180,990,1195.99,1112.67,83.32,5/2/2022
17,4170,3160,1010,1197.17,1112.64,84.53,5/2/2022
18,4140,3120,1020,1198.4,1112.61,85.79,5/2/2022
19,4170,3120,1050,1199.55,1112.63,86.92,5/2/2022
20,4140,3100,1040,1199.11,1112.61,86.5,5/2/2022
21,4120,3080,1040,1198.49,1112.54,85.95,5/2/2022
22,4100,3080,1020,1198.2,1112.58,85.62,5/2/2022
23,4090,3070,1020,1197.97,1112.58,85.39,5/2/2022
24,4090,3070,1020,1197.78,1112.55,85.23,5/2/2022
,,,,,,,5/2/2022
AVG,3831,3203,628,1196.89,1112.24,84.66,5/2/2022
,,,,,,,5/2/2022
MAX,4170,3650,1050,1199.55,1112.67,86.92,5/2/2022
MIN,3310,2960,0,1194.22,1111.56,81.7,5/2/2022
1,4090,3070,1020,1197.59,1112.55,85.04,5/3/2022
2,4090,3080,1010,1197.4,1112.57,84.83,5/3/2022
3,4090,3080,1010,1197.24,1112.51,84.73,5/3/2022
4,4090,3080,1010,1197.07,1112.53,84.54,5/3/2022
5,4090,3080,1010,1196.91,1112.53,84.38,5/3/2022
6,4090,3080,1010,1196.75,1112.54,84.21,5/3/2022
7,4070,3080,990,1196.3,1112.5,83.8,5/3/2022
8,4050,3070,980,1195.38,1112.55,82.83,5/3/2022
9,4070,3100,970,1194.47,1112.51,81.96,5/3/2022
10,4320,3350,970,1193.63,1112.81,80.82,5/3/2022
11,4500,3560,940,1192.26,1112.93,79.33,5/3/2022
12,4470,3530,940,1191.63,1112.96,78.67,5/3/2022
13,4620,3670,950,1193.37,1113.11,80.26,5/3/2022
14,4640,3660,980,1194.77,1113.02,81.75,5/3/2022
15,4790,3800,990,1196.02,1113.24,82.78,5/3/2022
16,4900,3890,1010,1197.13,1113.36,83.77,5/3/2022
17,4900,3880,1020,1198.2,1113.3,84.9,5/3/2022
18,4890,3850,1040,1199.25,1113.32,85.93,5/3/2022
19,4900,3850,1050,1200.21,1113.37,86.84,5/3/2022
20,4870,3820,1050,1199.53,1113.3,86.23,5/3/2022
21,4850,3810,1040,1198.7,1113.3,85.4,5/3/2022
22,4830,3810,1020,1197.89,1113.26,84.63,5/3/2022
23,4810,3800,1010,1197.1,1113.23,83.87,5/3/2022
24,4770,3780,990,1196.35,1113.24,83.11,5/3/2022
,,,,,,,5/3/2022
AVG,4491,3491,1000,1196.46,1112.94,83.53,5/3/2022
,,,,,,,5/3/2022
MAX,4900,3890,1050,1200.21,1113.37,86.84,5/3/2022
MIN,4050,3070,940,1191.63,1112.5,78.67,5/3/2022
1,4750,3760,990,1195.5,1113.26,82.24,5/4/2022
2,4790,3810,980,1194.69,1113.25,81.44,5/4/2022
3,4770,3800,970,1193.86,1113.21,80.65,5/4/2022
4,4790,3840,950,1193.09,1113.24,79.85,5/4/2022
5,4870,3930,940,1192.37,1113.32,79.05,5/4/2022
6,4850,3910,940,1191.64,1113.3,78.34,5/4/2022
7,4790,3870,920,1191.11,1113.21,77.9,5/4/2022
8,4830,3880,950,1192.58,1113.32,79.26,5/4/2022
9,4900,3930,970,1193.95,1113.3,80.65,5/4/2022
10,5060,4080,980,1195.18,1113.55,81.63,5/4/2022
11,5220,3900,1320,1196.21,1113.69,82.52,5/4/2022
12,5330,3990,1340,1196.5,1113.75,82.75,5/4/2022
13,5430,4090,1340,1196.69,1113.88,82.81,5/4/2022
14,5410,4070,1340,1197.28,1113.89,83.39,5/4/2022
15,5520,3820,1700,1198,1114.01,83.99,5/4/2022
16,5540,3820,1720,1198.73,1114,84.73,5/4/2022
17,5560,3840,1720,1199.4,1114,85.4,5/4/2022
18,5580,3830,1750,1200.03,1114.03,86,5/4/2022
19,5500,3730,1770,1200.74,1113.97,86.77,5/4/2022
20,5480,3710,1770,1201.43,1113.98,87.45,5/4/2022
21,5500,3710,1790,1202.09,1113.97,88.12,5/4/2022
22,5450,3680,1770,1201.18,1113.94,87.24,5/4/2022
23,5430,3680,1750,1199.92,1113.9,86.02,5/4/2022
24,5410,3690,1720,1198.58,1113.89,84.69,5/4/2022
,,,,,,,5/4/2022
AVG,5198,3849,1350,1196.7,1113.66,83.04,5/4/2022
,,,,,,,5/4/2022
MAX,5580,4090,1790,1202.09,1114.03,88.12,5/4/2022
MIN,4750,3680,920,1191.11,1113.21,77.9,5/4/2022
1,5500,3820,1680,1197.04,1113.98,83.06,5/5/2022
2,5480,3820,1660,1195.53,1113.94,81.59,5/5/2022
3,5410,3800,1610,1194.01,1113.91,80.1,5/5/2022
4,5450,3890,1560,1192.43,1113.9,78.53,5/5/2022
5,5390,3860,1530,1190.89,1113.92,76.97,5/5/2022
6,5390,3860,1530,1191.31,1113.88,77.43,5/5/2022
7,5410,3850,1560,1191.87,1113.9,77.97,5/5/2022
8,5450,3890,1560,1192.36,1113.95,78.41,5/5/2022
9,5450,3870,1580,1192.89,1113.92,78.97,5/5/2022
10,5480,3900,1580,1193.43,1113.98,79.45,5/5/2022
11,5500,3890,1610,1193.97,1113.94,80.03,5/5/2022
12,5520,3890,1630,1194.51,1113.99,80.52,5/5/2022
13,5500,3870,1630,1195.09,1113.91,81.18,5/5/2022
14,5500,3840,1660,1195.65,1113.98,81.67,5/5/2022
15,5520,3860,1660,1196.22,1113.97,82.25,5/5/2022
16,5580,3900,1680,1196.76,1114.02,82.74,5/5/2022
17,5520,3840,1680,1197.33,1113.96,83.37,5/5/2022
18,5500,3800,1700,1197.93,1113.95,83.98,5/5/2022
19,5640,3560,2080,1198.62,1114.2,84.42,5/5/2022
20,5660,3580,2080,1199.37,1114.16,85.21,5/5/2022
21,5700,3600,2100,1200.07,1114.13,85.94,5/5/2022
22,5740,3660,2080,1199.06,1114.21,84.85,5/5/2022
23,5890,3850,2040,1197.83,1114.32,83.51,5/5/2022
24,5970,3950,2020,1196.54,1114.44,82.1,5/5/2022
,,,,,,,5/5/2022
AVG,5548,3819,1729,1195.45,1114.02,81.43,5/5/2022
,,,,,,,5/5/2022
MAX,5970,3950,2100,1200.07,1114.44,85.94,5/5/2022
MIN,5390,3560,1530,1190.89,1113.88,76.97,5/5/2022
1,6000,3980,2020,1197.03,1114.43,82.6,5/6/2022
2,6020,3980,2040,1197.61,1114.41,83.2,5/6/2022
3,6040,4000,2040,1198.22,1114.48,83.74,5/6/2022
4,6060,3980,2080,1198.78,1114.52,84.26,5/6/2022
5,6080,4000,2080,1199.35,1114.54,84.81,5/6/2022
6,6300,4200,2100,1199.74,1114.72,85.02,5/6/2022
7,6770,3970,2800,1199.87,1115.16,84.71,5/6/2022
8,7070,4270,2800,1200.3,1115.37,84.93,5/6/2022
9,7340,4500,2840,1201.03,1115.69,85.34,5/6/2022
10,7420,3840,3580,1201.61,1115.67,85.94,5/6/2022
11,7450,3870,3580,1202.18,1115.67,86.51,5/6/2022
12,7470,3850,3620,1202.74,1115.64,87.1,5/6/2022
13,7760,4140,3620,1203.15,1115.91,87.24,5/6/2022
14,8190,4570,3620,1203.24,1116.24,87,5/6/2022
15,8600,4980,3620,1203.2,1116.65,86.55,5/6/2022
16,8990,4630,4360,1202.69,1116.88,85.81,5/6/2022
17,9440,4420,5020,1202.27,1117.25,85.02,5/6/2022
18,9880,4140,5740,1201.88,1117.6,84.28,5/6/2022
19,10030,4370,5660,1201.45,1117.7,83.75,5/6/2022
20,10240,4580,5660,1200.89,1117.87,83.02,5/6/2022
21,10180,4580,5600,1200.29,1117.74,82.55,5/6/2022
22,10120,4520,5600,1200,1117.76,82.24,5/6/2022
23,10210,4610,5600,1200.17,1117.78,82.39,5/6/2022
24,10240,4640,5600,1200.36,1117.87,82.49,5/6/2022
,,,,,,,5/6/2022
AVG,8079,4276,3803,1200.75,1116.15,84.6,5/6/2022
,,,,,,,5/6/2022
MAX,10240,4980,5740,1203.24,1117.87,87.24,5/6/2022
MIN,6000,3840,2020,1197.03,1114.41,82.24,5/6/2022
1,10270,4610,5660,1200.54,1117.81,82.73,5/7/2022
2,10270,4610,5660,1200.71,1117.7,83.01,5/7/2022
3,10270,4610,5660,1200.88,1117.95,82.93,5/7/2022
4,10270,4610,5660,1201,1117.86,83.14,5/7/2022
5,10270,4610,5660,1201.05,1117.99,83.06,5/7/2022
6,10300,4640,5660,1201.12,1117.82,83.3,5/7/2022
7,10270,4610,5660,1201.2,1117.79,83.41,5/7/2022
8,10330,4670,5660,1201.32,1117.86,83.46,5/7/2022
9,10890,4510,6380,1201.33,1118.22,83.11,5/7/2022
10,11050,4670,6380,1201.4,1118.34,83.06,5/7/2022
11,11200,4820,6380,1201.36,1118.32,83.04,5/7/2022
12,11200,4820,6380,1201.32,1118.47,82.85,5/7/2022
13,11200,4820,6380,1201.29,1118.42,82.87,5/7/2022
14,11170,4790,6380,1201.25,1118.36,82.89,5/7/2022
15,11200,4820,6380,1201.2,1118.17,83.03,5/7/2022
16,11140,4760,6380,1201.12,1118.34,82.78,5/7/2022
17,11140,4760,6380,1201.07,1118.39,82.68,5/7/2022
18,11110,4730,6380,1201,1118.39,82.61,5/7/2022
19,11110,4730,6380,1200.93,1118.45,82.48,5/7/2022
20,11110,4730,6380,1200.85,1118.3,82.55,5/7/2022
21,11080,4700,6380,1200.77,1118.28,82.49,5/7/2022
22,11080,4700,6380,1200.7,1118.36,82.34,5/7/2022
23,11050,4670,6380,1200.61,1118.25,82.36,5/7/2022
24,11050,4670,6380,1200.54,1118.23,82.31,5/7/2022
,,,,,,,5/7/2022
AVG,10835,4695,6140,1201.02,1118.17,82.85,5/7/2022
,,,,,,,5/7/2022
MAX,11200,4820,6380,1201.4,1118.47,83.46,5/7/2022
MIN,10270,4510,5660,1200.54,1117.7,82.31,5/7/2022
1,11010,4710,6300,1200.46,1118.19,82.27,5/8/2022
2,11010,4710,6300,1200.37,1118.28,82.09,5/8/2022
3,10980,4680,6300,1200.29,1118.11,82.18,5/8/2022
4,11010,4710,6300,1200.18,1118.14,82.04,5/8/2022
5,10950,4650,6300,1200.09,1118.13,81.96,5/8/2022
6,10950,4650,6300,1199.98,1118.05,81.93,5/8/2022
7,10890,4590,6300,1199.88,1118.08,81.8,5/8/2022
8,10890,4590,6300,1199.79,1118.08,81.71,5/8/2022
9,10890,4590,6300,1199.68,1118.01,81.67,5/8/2022
10,10860,4560,6300,1199.55,1118.07,81.48,5/8/2022
11,10830,4630,6200,1199.43,1118.08,81.35,5/8/2022
12,10860,4660,6200,1199.32,1118.07,81.25,5/8/2022
13,10790,4590,6200,1199.2,1118.02,81.18,5/8/2022
14,10830,4630,6200,1199.05,1118.11,80.94,5/8/2022
15,10830,4630,6200,1198.91,1118.11,80.8,5/8/2022
16,10790,4590,6200,1198.77,1117.98,80.79,5/8/2022
17,10760,4560,6200,1198.62,1117.95,80.67,5/8/2022
18,10760,4560,6200,1198.54,1117.98,80.56,5/8/2022
19,10760,4640,6120,1198.46,1118.03,80.43,5/8/2022
20,10730,4610,6120,1198.39,1117.97,80.42,5/8/2022
21,10730,4610,6120,1198.3,1117.97,80.33,5/8/2022
22,10730,4610,6120,1198.2,1117.99,80.21,5/8/2022
