,Hour,Total Outflow kcfs,Generation Flow kcfs,Spill kcfs,Forebay Elevation,Tailwater Elevation,Average Head,Hope Gage Elevation,Date,0
358,11,20.1,14.8,5.3,2052.4,2034.2,18.2,,2022-04-19,
359,12,20.1,14.8,5.3,2052.4,2034.3,18.1,,2022-04-19,
360,13,20.2,14.9,5.3,2052.4,2034.4,18.0,,2022-04-19,
361,14,20.2,14.9,5.3,2052.4,2034.4,18.0,,2022-04-19,
362,15,20.2,14.9,5.3,2052.4,2034.4,18.0,,2022-04-19,
363,16,20.2,14.9,5.3,2052.4,2034.4,18.0,2053.58,2022-04-19,
364,17,20.3,15.0,5.3,2052.4,2034.5,17.9,,2022-04-19,
365,18,20.3,15.0,5.3,2052.5,2034.5,18.0,,2022-04-19,
366,19,20.4,15.1,5.3,2052.5,2034.5,18.0,,2022-04-19,
367,20,20.2,14.9,5.3,2052.5,2034.5,18.0,,2022-04-19,
368,21,20.3,15.0,5.3,2052.6,2034.5,18.1,,2022-04-19,
369,22,20.3,15.0,5.3,2052.6,2034.6,18.0,,2022-04-19,
370,23,20.2,14.9,5.3,2052.6,2034.6,18.0,,2022-04-19,
371,24,20.1,14.8,5.3,2052.6,2034.6,18.0,2053.68,2022-04-19,
372,,,,,,,,,2022-04-19,
373,AVG,18.91,13.61,5.3,2052.51,2034.18,18.33,2053.59,2022-04-19,
374,,,,,,,,,2022-04-19,
375,MAX,20.4,15.1,5.3,2052.6,2034.6,18.8,2053.68,2022-04-19,
376,MIN,16.9,11.6,5.3,2052.4,2033.8,17.9,2053.5,2022-04-19,
377,1,20.2,14.9,5.3,2052.6,2034.6,18.0,,2022-04-20,
378,2,20.3,15.0,5.3,2052.6,2034.6,18.0,,2022-04-20,
379,3,20.3,15.0,5.3,2052.6,2034.6,18.0,,2022-04-20,
380,4,20.4,15.1,5.3,2052.6,2034.6,18.0,,2022-04-20,
381,5,20.4,15.1,5.3,2052.6,2034.6,18.0,,2022-04-20,
382,6,20.4,15.1,5.3,2052.6,2034.6,18.0,,2022-04-20,
383,7,20.2,14.9,5.3,2052.6,2034.6,18.0,,2022-04-20,
384,8,20.0,14.7,5.3,2052.6,2034.6,18.0,2053.65,2022-04-20,
385,9,20.1,14.8,5.3,2052.6,2034.6,18.0,,2022-04-20,
386,10,20.2,14.9,5.3,2052.6,2034.6,18.0,,2022-04-20,
387,11,23.1,16.3,6.8,2052.4,2035.0,17.4,,2022-04-20,
388,12,27.9,20.1,7.8,2051.9,2035.6,16.3,,2022-04-20,
389,13,28.0,20.2,7.8,2051.9,2035.7,16.2,,2022-04-20,
390,14,27.8,20.0,7.8,2051.9,2035.8,16.1,,2022-04-20,
391,15,28.3,20.5,7.8,2051.8,2035.9,15.9,,2022-04-20,
392,16,28.2,20.4,7.8,2051.8,2035.9,15.9,2053.7,2022-04-20,
393,17,28.2,20.4,7.8,2051.8,2035.9,15.9,,2022-04-20,
394,18,28.3,20.5,7.8,2051.8,2036.0,15.8,,2022-04-20,
395,19,28.3,20.5,7.8,2051.8,2036.0,15.8,,2022-04-20,
396,20,28.0,20.2,7.8,2051.8,2036.0,15.8,,2022-04-20,
397,21,28.1,20.3,7.8,2051.8,2036.0,15.8,,2022-04-20,
398,22,28.0,20.2,7.8,2051.8,2036.0,15.8,,2022-04-20,
399,23,28.0,20.2,7.8,2051.8,2036.0,15.8,,2022-04-20,
400,24,28.0,20.2,7.8,2051.8,2036.1,15.7,2053.7,2022-04-20,
401,,,,,,,,,2022-04-20,
402,AVG,24.61,17.9,6.72,2052.17,2035.33,16.84,2053.68,2022-04-20,
403,,,,,,,,,2022-04-20,
404,MAX,28.3,20.5,7.8,2052.6,2036.1,18.0,2053.7,2022-04-20,
405,MIN,20.0,14.7,5.3,2051.8,2034.6,15.7,2053.65,2022-04-20,
406,1,28.0,20.2,7.8,2051.8,2036.1,15.7,,2022-04-21,
407,2,28.0,20.2,7.8,2051.8,2036.1,15.7,,2022-04-21,
408,3,27.9,20.1,7.8,2051.9,2036.1,15.8,,2022-04-21,
409,4,28.0,20.2,7.8,2051.9,2036.2,15.7,,2022-04-21,
410,5,28.1,20.3,7.8,2051.9,2036.2,15.7,,2022-04-21,
411,6,28.0,20.2,7.8,2051.9,2036.3,15.6,,2022-04-21,
412,7,27.8,20.0,7.8,2051.9,2036.3,15.6,,2022-04-21,
413,8,27.9,20.1,7.8,2051.9,2036.3,15.6,2053.72,2022-04-21,
414,9,28.1,20.3,7.8,2051.9,2036.4,15.5,,2022-04-21,
415,10,28.1,20.3,7.8,2051.9,2036.4,15.5,,2022-04-21,
416,11,28.1,20.3,7.8,2051.9,2036.3,15.6,,2022-04-21,
417,12,28.1,20.3,7.8,2051.8,2036.3,15.5,,2022-04-21,
418,13,28.2,20.4,7.8,2051.8,2036.4,15.4,,2022-04-21,
419,14,28.2,20.4,7.8,2051.8,2036.4,15.4,,2022-04-21,
420,15,28.2,20.4,7.8,2051.7,2036.4,15.3,,2022-04-21,
421,16,28.2,20.4,7.8,2051.7,2036.4,15.3,2053.72,2022-04-21,
422,17,28.2,20.4,7.8,2051.7,2036.4,15.3,,2022-04-21,
423,18,28.2,20.4,7.8,2051.7,2036.4,15.3,,2022-04-21,
424,19,28.2,20.4,7.8,2051.8,2036.4,15.4,,2022-04-21,
425,20,28.0,20.2,7.8,2051.8,2036.4,15.4,,2022-04-21,
426,21,28.0,20.2,7.8,2051.8,2036.4,15.4,,2022-04-21,
427,22,28.0,20.2,7.8,2051.9,2036.4,15.5,,2022-04-21,
428,23,28.0,20.2,7.8,2051.8,2036.4,15.4,,2022-04-21,
429,24,28.0,20.2,7.8,2051.8,2036.4,15.4,2053.78,2022-04-21,
430,,,,,,,,,2022-04-21,
431,AVG,28.06,20.26,7.8,2051.83,2036.33,15.5,2053.74,2022-04-21,
432,,,,,,,,,2022-04-21,
433,MAX,28.2,20.4,7.8,2051.9,2036.4,15.8,2053.78,2022-04-21,
434,MIN,27.8,20.0,7.8,2051.7,2036.1,15.3,2053.72,2022-04-21,
435,1,28.1,20.3,7.8,2051.9,2036.4,15.5,,2022-04-22,
436,2,28.1,20.3,7.8,2051.9,2036.4,15.5,,2022-04-22,
437,3,28.1,20.3,7.8,2051.9,2036.5,15.4,,2022-04-22,
438,4,28.1,20.3,7.8,2051.9,2036.4,15.5,,2022-04-22,
439,5,28.1,20.3,7.8,2051.9,2036.4,15.5,,2022-04-22,
440,6,28.1,20.3,7.8,2051.9,2036.4,15.5,,2022-04-22,
441,7,28.1,20.3,7.8,2051.9,2036.4,15.5,,2022-04-22,
442,8,28.0,20.2,7.8,2051.9,2036.4,15.5,2053.79,2022-04-22,
443,9,27.9,20.1,7.8,2051.9,2036.4,15.5,,2022-04-22,
444,10,28.2,20.4,7.8,2051.9,2036.4,15.5,,2022-04-22,
445,11,24.2,16.3,7.9,2052.4,2035.9,16.5,,2022-04-22,
446,12,18.8,10.8,8.0,2053.0,2035.2,17.8,,2022-04-22,
447,13,18.2,10.2,8.0,2053.0,2035.1,17.9,,2022-04-22,
448,14,18.0,10.0,8.0,2053.1,2035.0,18.1,,2022-04-22,
449,15,18.0,10.0,8.0,2053.0,2034.9,18.1,,2022-04-22,
450,16,18.1,10.1,8.0,2053.0,2034.9,18.1,2053.83,2022-04-22,
451,17,18.1,10.1,8.0,2053.0,2034.8,18.2,,2022-04-22,
452,18,18.1,10.1,8.0,2053.0,2034.8,18.2,,2022-04-22,
453,19,18.1,10.1,8.0,2053.1,2034.7,18.4,,2022-04-22,
454,20,18.2,10.2,8.0,2053.1,2034.7,18.4,,2022-04-22,
455,21,18.2,10.2,8.0,2053.1,2034.6,18.5,,2022-04-22,
456,22,18.2,10.2,8.0,2053.1,2034.6,18.5,,2022-04-22,
457,23,18.2,10.2,8.0,2053.1,2034.5,18.6,,2022-04-22,
458,24,18.3,10.3,8.0,2053.1,2034.5,18.6,2053.89,2022-04-22,
459,,,,,,,,,2022-04-22,
460,AVG,22.56,14.65,7.91,2052.55,2035.51,17.03,2053.84,2022-04-22,
461,,,,,,,,,2022-04-22,
462,MAX,28.2,20.4,8.0,2053.1,2036.5,18.6,2053.89,2022-04-22,
463,MIN,18.0,10.0,7.8,2051.9,2034.5,15.4,2053.79,2022-04-22,
464,1,18.3,10.3,8.0,2053.1,2034.5,18.6,,2022-04-23,
465,2,18.3,10.3,8.0,2053.1,2034.4,18.7,,2022-04-23,
466,3,18.3,10.3,8.0,2053.1,2034.4,18.7,,2022-04-23,
467,4,18.4,10.4,8.0,2053.1,2034.4,18.7,,2022-04-23,
468,5,18.4,10.4,8.0,2053.1,2034.4,18.7,,2022-04-23,
469,6,18.4,10.4,8.0,2053.1,2034.3,18.8,,2022-04-23,
470,7,18.1,10.1,8.0,2053.1,2034.2,18.9,,2022-04-23,
471,8,18.2,10.1,8.1,2053.1,2034.2,18.9,2053.88,2022-04-23,
472,9,18.1,10.1,8.0,2053.1,2034.2,18.9,,2022-04-23,
473,10,18.2,10.2,8.0,2053.1,2034.2,18.9,,2022-04-23,
474,11,17.9,9.9,8.0,2053.1,2034.1,19.0,,2022-04-23,
475,12,18.0,10.0,8.0,2053.1,2034.1,19.0,,2022-04-23,
476,13,18.2,10.1,8.1,2053.1,2034.1,19.0,,2022-04-23,
477,14,17.8,9.8,8.0,2053.1,2034.0,19.1,,2022-04-23,
478,15,17.9,9.9,8.0,2053.1,2034.0,19.1,,2022-04-23,
479,16,18.0,10.0,8.0,2053.1,2034.0,19.1,2053.89,2022-04-23,
480,17,18.1,10.0,8.1,2053.1,2034.0,19.1,,2022-04-23,
481,18,18.0,10.0,8.0,2053.0,2033.9,19.1,,2022-04-23,
482,19,18.1,10.1,8.0,2053.0,2033.9,19.1,,2022-04-23,
483,20,18.1,10.1,8.0,2053.1,2033.9,19.2,,2022-04-23,
484,21,18.1,10.0,8.1,2053.2,2033.9,19.3,,2022-04-23,
485,22,18.0,9.9,8.1,2053.2,2033.9,19.3,,2022-04-23,
486,23,18.1,10.0,8.1,2053.2,2033.9,19.3,,2022-04-23,
487,24,18.0,9.9,8.1,2053.2,2033.9,19.3,2053.97,2022-04-23,
488,,,,,,,,,2022-04-23,
489,AVG,18.13,10.1,8.03,2053.11,2034.12,18.99,2053.91,2022-04-23,
490,,,,,,,,,2022-04-23,
491,MAX,18.4,10.4,8.1,2053.2,2034.5,19.3,2053.97,2022-04-23,
492,MIN,17.8,9.8,8.0,2053.0,2033.9,18.6,2053.88,2022-04-23,
493,1,18.1,10.0,8.1,2053.2,2033.9,19.3,,2022-04-24,
494,2,18.0,9.9,8.1,2053.3,2033.9,19.4,,2022-04-24,
495,3,18.0,9.9,8.1,2053.3,2033.9,19.4,,2022-04-24,
496,4,18.1,10.0,8.1,2053.3,2033.9,19.4,,2022-04-24,
497,5,18.0,9.9,8.1,2053.3,2033.9,19.4,,2022-04-24,
498,6,18.1,10.0,8.1,2053.3,2033.9,19.4,,2022-04-24,
499,7,18.0,9.9,8.1,2053.3,2033.9,19.4,,2022-04-24,
500,8,17.9,9.8,8.1,2053.3,2033.9,19.4,2054.05,2022-04-24,
501,9,17.9,9.8,8.1,2053.3,2033.9,19.4,,2022-04-24,
502,10,18.0,9.9,8.1,2053.3,2033.9,19.4,,2022-04-24,
503,11,19.8,11.7,8.1,2053.2,2034.2,19.0,,2022-04-24,
504,12,20.0,11.9,8.1,2053.2,2034.2,19.0,,2022-04-24,
505,13,20.1,12.0,8.1,2053.2,2034.3,18.9,,2022-04-24,
506,14,20.0,11.9,8.1,2053.3,2034.3,19.0,,2022-04-24,
507,15,20.1,12.0,8.1,2053.3,2034.3,19.0,,2022-04-24,
508,16,20.1,12.0,8.1,2053.3,2034.3,19.0,2054.19,2022-04-24,
509,17,20.1,12.0,8.1,2053.3,2034.3,19.0,,2022-04-24,
510,18,20.1,12.0,8.1,2053.3,2034.3,19.0,,2022-04-24,
511,19,20.1,12.0,8.1,2053.3,2034.3,19.0,,2022-04-24,
512,20,20.1,12.0,8.1,2053.4,2034.3,19.1,,2022-04-24,
513,21,20.0,11.9,8.1,2053.4,2034.3,19.1,,2022-04-24,
514,22,20.0,11.9,8.1,2053.4,2034.3,19.1,,2022-04-24,
515,23,20.1,11.9,8.2,2053.4,2034.3,19.1,,2022-04-24,
516,24,20.1,11.9,8.2,2053.4,2034.4,19.0,2054.29,2022-04-24,
517,,,,,,,,,2022-04-24,
518,AVG,19.2,11.09,8.11,2053.3,2034.13,19.18,2054.18,2022-04-24,
519,,,,,,,,,2022-04-24,
520,MAX,20.1,12.0,8.2,2053.4,2034.4,19.4,2054.29,2022-04-24,
521,MIN,17.9,9.8,8.1,2053.2,2033.9,18.9,2054.05,2022-04-24,
522,1,20.2,12.0,8.2,2053.5,2034.4,19.1,,2022-04-25,
523,2,20.2,12.0,8.2,2053.5,2034.4,19.1,,2022-04-25,
524,3,20.2,12.0,8.2,2053.5,2034.4,19.1,,2022-04-25,
525,4,20.2,12.0,8.2,2053.4,2034.4,19.0,,2022-04-25,
526,5,20.3,12.1,8.2,2053.4,2034.4,19.0,,2022-04-25,
527,6,20.3,12.1,8.2,2053.4,2034.4,19.0,,2022-04-25,
528,7,20.3,12.1,8.2,2053.4,2034.4,19.0,,2022-04-25,
529,8,20.1,11.9,8.2,2053.4,2034.4,19.0,2054.27,2022-04-25,
530,9,20.1,11.9,8.2,2053.4,2034.4,19.0,,2022-04-25,
531,10,20.1,11.9,8.2,2053.4,2034.4,19.0,,2022-04-25,
532,11,22.0,14.9,7.1,2053.4,2034.5,18.9,,2022-04-25,
533,12,21.9,20.0,1.9,2053.2,2034.9,18.3,,2022-04-25,
534,13,22.0,22.0,0.0,2053.2,2035.0,18.2,,2022-04-25,
535,14,22.1,22.1,0.0,2053.1,2035.0,18.1,,2022-04-25,
536,15,21.9,21.9,0.0,2053.2,2035.0,18.2,,2022-04-25,
537,16,21.9,21.9,0.0,2053.2,2035.0,18.2,2054.39,2022-04-25,
538,17,22.0,22.0,0.0,2053.1,2035.0,18.1,,2022-04-25,
539,18,22.2,22.2,0.0,2053.2,2035.1,18.1,,2022-04-25,
540,19,22.0,22.0,0.0,2053.2,2035.1,18.1,,2022-04-25,
541,20,21.8,21.8,0.0,2053.2,2035.0,18.2,,2022-04-25,
542,21,21.9,21.9,0.0,2053.3,2035.1,18.2,,2022-04-25,
543,22,22.0,22.0,0.0,2053.3,2035.1,18.2,,2022-04-25,
544,23,21.9,21.9,0.0,2053.3,2035.1,18.2,,2022-04-25,
545,24,22.0,22.0,0.0,2053.2,2035.1,18.1,2054.43,2022-04-25,
546,,,,,,,,,2022-04-25,
547,AVG,21.23,17.44,3.79,2053.31,2034.75,18.56,2054.36,2022-04-25,
548,,,,,,,,,2022-04-25,
549,MAX,22.2,22.2,8.2,2053.5,2035.1,19.1,2054.43,2022-04-25,
550,MIN,20.1,11.9,0.0,2053.1,2034.4,18.1,2054.27,2022-04-25,
551,1,22.2,22.2,0.0,2053.2,2035.2,18.0,,2022-04-26,
552,2,22.0,22.0,0.0,2053.2,2035.2,18.0,,2022-04-26,
553,3,22.1,22.1,0.0,2053.3,2035.2,18.1,,2022-04-26,
554,4,22.0,22.0,0.0,2053.3,2035.2,18.1,,2022-04-26,
555,5,22.2,22.2,0.0,2053.3,2035.2,18.1,,2022-04-26,
556,6,22.1,22.1,0.0,2053.3,2035.2,18.1,,2022-04-26,
557,7,22.1,22.1,0.0,2053.3,2035.2,18.1,,2022-04-26,
558,8,21.9,21.9,0.0,2053.3,2035.2,18.1,2054.4,2022-04-26,
559,9,21.6,21.6,0.0,2053.3,2035.2,18.1,,2022-04-26,
560,10,21.8,21.8,0.0,2053.3,2035.2,18.1,,2022-04-26,
561,11,22.0,22.0,0.0,2053.2,2035.2,18.0,,2022-04-26,
562,12,22.1,22.1,0.0,2053.2,2035.2,18.0,,2022-04-26,
563,13,21.9,21.9,0.0,2053.2,2035.2,18.0,,2022-04-26,
564,14,22.1,22.1,0.0,2053.3,2035.3,18.0,,2022-04-26,
565,15,22.2,22.2,0.0,2053.3,2035.3,18.0,,2022-04-26,
566,16,22.1,22.1,0.0,2053.3,2035.3,18.0,2054.41,2022-04-26,
567,17,22.1,22.1,0.0,2053.2,2035.2,18.0,,2022-04-26,
568,18,22.0,22.0,0.0,2053.2,2035.3,17.9,,2022-04-26,
569,19,22.1,22.1,0.0,2053.2,2035.3,17.9,,2022-04-26,
570,20,22.0,22.0,0.0,2053.1,2035.3,17.8,,2022-04-26,
571,21,21.9,21.9,0.0,2053.2,2035.3,17.9,,2022-04-26,
572,22,21.8,21.8,0.0,2053.1,2035.3,17.8,,2022-04-26,
573,23,21.8,21.8,0.0,2053.1,2035.3,17.8,,2022-04-26,
574,24,21.9,21.9,0.0,2053.3,2035.3,18.0,2054.41,2022-04-26,
575,,,,,,,,,2022-04-26,
576,AVG,22.0,22.0,0.0,2053.24,2035.24,18.0,2054.41,2022-04-26,
577,,,,,,,,,2022-04-26,
578,MAX,22.2,22.2,0.0,2053.3,2035.3,18.1,2054.41,2022-04-26,
579,MIN,21.6,21.6,0.0,2053.1,2035.2,17.8,2054.4,2022-04-26,
580,1,22.1,22.1,0.0,2053.3,2035.3,18.0,,2022-04-27,
581,2,22.1,22.1,0.0,2053.3,2035.3,18.0,,2022-04-27,
582,3,22.1,22.1,0.0,2053.3,2035.4,17.9,,2022-04-27,
583,4,22.1,22.1,0.0,2053.3,2035.4,17.9,,2022-04-27,
584,5,22.2,22.2,0.0,2053.3,2035.4,17.9,,2022-04-27,
585,6,22.2,22.2,0.0,2053.3,2035.4,17.9,,2022-04-27,
586,7,22.1,22.1,0.0,2053.3,2035.4,17.9,,2022-04-27,
587,8,21.7,21.7,0.0,2053.3,2035.4,17.9,2054.47,2022-04-27,
588,9,22.0,22.0,0.0,2053.3,2035.4,17.9,,2022-04-27,
589,10,22.0,22.0,0.0,2053.3,2035.4,17.9,,2022-04-27,
590,11,22.1,22.1,0.0,2053.4,2035.4,18.0,,2022-04-27,
591,12,22.2,22.2,0.0,2053.3,2035.4,17.9,,2022-04-27,
592,13,22.2,22.2,0.0,2053.3,2035.4,17.9,,2022-04-27,
593,14,22.0,22.0,0.0,2053.4,2035.4,18.0,,2022-04-27,
594,15,22.1,22.1,0.0,2053.4,2035.4,18.0,,2022-04-27,
595,16,22.3,22.3,0.0,2053.4,2035.4,18.0,2054.54,2022-04-27,
596,17,22.4,22.4,0.0,2053.4,2035.4,18.0,,2022-04-27,
597,18,22.2,22.2,0.0,2053.4,2035.4,18.0,,2022-04-27,
598,19,21.9,21.9,0.0,2053.5,2035.4,18.1,,2022-04-27,
599,20,21.9,21.9,0.0,2053.4,2035.4,18.0,,2022-04-27,
600,21,21.7,21.7,0.0,2053.5,2035.4,18.1,,2022-04-27,
601,22,21.9,21.9,0.0,2053.5,2035.4,18.1,,2022-04-27,
602,23,21.9,21.9,0.0,2053.5,2035.4,18.1,,2022-04-27,
603,24,21.9,21.9,0.0,2053.5,2035.4,18.1,2054.61,2022-04-27,
604,,,,,,,,,2022-04-27,
605,AVG,22.05,22.05,0.0,2053.37,2035.39,17.98,2054.54,2022-04-27,
606,,,,,,,,,2022-04-27,
607,MAX,22.4,22.4,0.0,2053.5,2035.4,18.1,2054.61,2022-04-27,
608,MIN,21.7,21.7,0.0,2053.3,2035.3,17.9,2054.47,2022-04-27,
609,1,22.2,22.2,0.0,2053.5,2035.4,18.1,,2022-04-28,
610,2,22.2,22.2,0.0,2053.5,2035.4,18.1,,2022-04-28,
611,3,22.2,22.2,0.0,2053.5,2035.4,18.1,,2022-04-28,
612,4,22.3,22.3,0.0,2053.5,2035.5,18.0,,2022-04-28,
613,5,22.2,22.2,0.0,2053.6,2035.5,18.1,,2022-04-28,
614,6,22.4,22.4,0.0,2053.5,2035.5,18.0,,2022-04-28,
615,7,22.3,22.3,0.0,2053.5,2035.5,18.0,,2022-04-28,
616,8,22.2,22.2,0.0,2053.5,2035.5,18.0,2054.64,2022-04-28,
617,9,22.1,22.1,0.0,2053.5,2035.5,18.0,,2022-04-28,
618,10,22.1,22.1,0.0,2053.6,2035.5,18.1,,2022-04-28,
619,11,22.1,22.1,0.0,2053.6,2035.5,18.1,,2022-04-28,
620,12,22.2,22.2,0.0,2053.6,2035.5,18.1,,2022-04-28,
621,13,22.3,22.3,0.0,2053.6,2035.5,18.1,,2022-04-28,
622,14,22.2,22.2,0.0,2053.6,2035.5,18.1,,2022-04-28,
623,15,22.1,22.1,0.0,2053.6,2035.5,18.1,,2022-04-28,
624,16,22.0,22.0,0.0,2053.6,2035.5,18.1,2054.7,2022-04-28,
625,17,22.1,22.1,0.0,2053.6,2035.5,18.1,,2022-04-28,
626,18,22.3,22.3,0.0,2053.5,2035.5,18.0,,2022-04-28,
627,19,22.4,22.4,0.0,2053.5,2035.5,18.0,,2022-04-28,
628,20,22.2,22.2,0.0,2053.5,2035.5,18.0,,2022-04-28,
629,21,22.1,22.1,0.0,2053.6,2035.4,18.2,,2022-04-28,
630,22,22.0,22.0,0.0,2053.6,2035.5,18.1,,2022-04-28,
631,23,22.2,22.2,0.0,2053.6,2035.4,18.2,,2022-04-28,
632,24,22.0,22.0,0.0,2053.6,2035.4,18.2,2054.73,2022-04-28,
633,,,,,,,,,2022-04-28,
634,AVG,22.18,22.18,0.0,2053.55,2035.48,18.08,2054.69,2022-04-28,
635,,,,,,,,,2022-04-28,
636,MAX,22.4,22.4,0.0,2053.6,2035.5,18.2,2054.73,2022-04-28,
637,MIN,22.0,22.0,0.0,2053.5,2035.4,18.0,2054.64,2022-04-28,
638,1,22.3,22.3,0.0,2053.6,2035.5,18.1,,2022-04-29,
639,2,22.3,22.3,0.0,2053.6,2035.4,18.2,,2022-04-29,
640,3,22.2,22.2,0.0,2053.6,2035.4,18.2,,2022-04-29,
641,4,22.4,22.4,0.0,2053.6,2035.5,18.1,,2022-04-29,
642,5,22.3,22.3,0.0,2053.6,2035.4,18.2,,2022-04-29,
643,6,22.3,22.3,0.0,2053.6,2035.5,18.1,,2022-04-29,
644,7,22.3,22.3,0.0,2053.6,2035.5,18.1,,2022-04-29,
645,8,22.1,22.1,0.0,2053.6,2035.4,18.2,2054.69,2022-04-29,
646,9,22.0,22.0,0.0,2053.6,2035.4,18.2,,2022-04-29,
647,10,22.1,22.1,0.0,2053.6,2035.4,18.2,,2022-04-29,
648,11,22.1,22.1,0.0,2053.6,2035.4,18.2,,2022-04-29,
649,12,22.2,22.2,0.0,2053.6,2035.4,18.2,,2022-04-29,
650,13,22.2,22.2,0.0,2053.6,2035.4,18.2,,2022-04-29,
651,14,22.1,22.1,0.0,2053.6,2035.3,18.3,,2022-04-29,
652,15,22.1,22.1,0.0,2053.6,2035.3,18.3,,2022-04-29,
653,16,22.2,22.2,0.0,2053.6,2035.4,18.2,2054.7,2022-04-29,
654,17,22.3,22.3,0.0,2053.6,2035.4,18.2,,2022-04-29,
655,18,22.4,22.4,0.0,2053.7,2035.4,18.3,,2022-04-29,
656,19,22.4,22.4,0.0,2053.7,2035.4,18.3,,2022-04-29,
657,20,22.3,22.3,0.0,2053.7,2035.4,18.3,,2022-04-29,
658,21,22.1,22.1,0.0,2053.7,2035.4,18.3,,2022-04-29,
659,22,22.1,22.1,0.0,2053.7,2035.4,18.3,,2022-04-29,
660,23,22.1,22.1,0.0,2053.7,2035.4,18.3,,2022-04-29,
661,24,22.0,22.0,0.0,2053.8,2035.4,18.4,2054.81,2022-04-29,
662,,,,,,,,,2022-04-29,
663,AVG,22.2,22.2,0.0,2053.63,2035.41,18.22,2054.73,2022-04-29,
664,,,,,,,,,2022-04-29,
665,MAX,22.4,22.4,0.0,2053.8,2035.5,18.4,2054.81,2022-04-29,
666,MIN,22.0,22.0,0.0,2053.6,2035.3,18.1,2054.69,2022-04-29,
667,1,22.1,22.1,0.0,2053.8,2035.4,18.4,,2022-04-30,
668,2,22.1,22.1,0.0,2053.8,2035.4,18.4,,2022-04-30,
669,3,22.2,22.2,0.0,2053.8,2035.4,18.4,,2022-04-30,
670,4,22.2,22.2,0.0,2053.8,2035.4,18.4,,2022-04-30,
671,5,22.4,22.4,0.0,2053.8,2035.4,18.4,,2022-04-30,
672,6,22.4,22.4,0.0,2053.8,2035.4,18.4,,2022-04-30,
673,7,22.1,22.1,0.0,2053.8,2035.4,18.4,,2022-04-30,
674,8,22.2,22.2,0.0,2053.8,2035.4,18.4,2054.83,2022-04-30,
675,9,22.5,22.5,0.0,2053.8,2035.4,18.4,,2022-04-30,
676,10,21.9,21.9,0.0,2053.8,2035.4,18.4,,2022-04-30,
677,11,22.0,22.0,0.0,2053.8,2035.4,18.4,,2022-04-30,
678,12,21.9,21.9,0.0,2053.8,2035.4,18.4,,2022-04-30,
679,13,22.0,22.0,0.0,2053.8,2035.4,18.4,,2022-04-30,
680,14,21.9,21.9,0.0,2053.8,2035.4,18.4,,2022-04-30,
681,15,22.1,22.1,0.0,2053.9,2035.4,18.5,,2022-04-30,
682,16,22.1,22.1,0.0,2053.9,2035.4,18.5,2054.88,2022-04-30,
683,17,21.9,21.9,0.0,2053.9,2035.4,18.5,,2022-04-30,
684,18,22.1,22.1,0.0,2053.9,2035.4,18.5,,2022-04-30,
685,19,22.0,22.0,0.0,2053.9,2035.4,18.5,,2022-04-30,
686,20,22.0,22.0,0.0,2053.9,2035.4,18.5,,2022-04-30,
687,21,22.0,22.0,0.0,2053.9,2035.4,18.5,,2022-04-30,
688,22,21.9,21.9,0.0,2053.9,2035.4,18.5,,2022-04-30,
689,23,22.0,22.0,0.0,2053.9,2035.4,18.5,,2022-04-30,
690,24,21.9,21.9,0.0,2053.9,2035.4,18.5,2054.94,2022-04-30,
691,,,,,,,,,2022-04-30,
692,AVG,22.08,22.08,0.0,2053.84,2035.4,18.44,2054.88,2022-04-30,
693,,,,,,,,,2022-04-30,
694,MAX,22.5,22.5,0.0,2053.9,2035.4,18.5,2054.94,2022-04-30,
695,MIN,21.9,21.9,0.0,2053.8,2035.4,18.4,2054.83,2022-04-30,
696,1,22.0,22.0,0.0,2053.9,2035.4,18.5,,2022-05-01,
697,2,22.0,22.0,0.0,2053.9,2035.4,18.5,,2022-05-01,
698,3,22.0,22.0,0.0,2053.9,2035.4,18.5,,2022-05-01,
699,4,21.9,21.9,0.0,2053.9,2035.4,18.5,,2022-05-01,
700,5,22.0,22.0,0.0,2053.9,2035.4,18.5,,2022-05-01,
701,6,22.0,22.0,0.0,2053.9,2035.4,18.5,,2022-05-01,
702,7,22.0,22.0,0.0,2053.9,2035.4,18.5,2054.97,2022-05-01,
703,8,22.0,22.0,0.0,2053.9,2035.4,18.5,2054.97,2022-05-01,
704,9,22.0,22.0,0.0,2053.9,2035.4,18.5,,2022-05-01,
705,10,21.9,21.9,0.0,2054.0,2035.4,18.6,,2022-05-01,
706,11,22.1,22.1,0.0,2053.9,2035.4,18.5,,2022-05-01,
707,12,22.1,22.1,0.0,2053.9,2035.4,18.5,,2022-05-01,
708,13,22.0,22.0,0.0,2053.9,2035.4,18.5,,2022-05-01,
709,14,22.1,22.1,0.0,2053.9,2035.4,18.5,,2022-05-01,
710,15,22.1,22.1,0.0,2054.0,2035.4,18.6,,2022-05-01,
711,16,22.1,22.1,0.0,2053.9,2035.4,18.5,2054.98,2022-05-01,
712,17,22.0,22.0,0.0,2053.9,2035.4,18.5,,2022-05-01,
713,18,22.1,22.1,0.0,2053.9,2035.5,18.4,,2022-05-01,
714,19,22.2,22.2,0.0,2053.9,2035.5,18.4,,2022-05-01,
715,20,21.9,21.9,0.0,2053.9,2035.4,18.5,,2022-05-01,
716,21,21.8,21.8,0.0,2053.9,2035.4,18.5,,2022-05-01,
717,22,21.9,21.9,0.0,2053.9,2035.4,18.5,,2022-05-01,
