,Hour,Total Outflow kcfs,Generation Flow kcfs,Spill kcfs,Forebay Elevation,Tailwater Elevation,Average Head,Nav Lock Tailwater Elevation,Date,0
357,10,39.2,10.4,28.3,437.85,340.31,97.54,340.85,2022-04-19,
358,11,39.3,10.4,28.3,437.83,340.36,97.47,341.14,2022-04-19,
359,12,39.3,10.4,28.4,437.92,340.24,97.68,340.88,2022-04-19,
360,13,39.3,10.4,28.3,437.87,340.33,97.54,341.02,2022-04-19,
361,14,39.3,10.5,28.3,437.91,340.28,97.63,340.98,2022-04-19,
362,15,39.3,10.4,28.4,437.89,340.3,97.59,341.02,2022-04-19,
363,16,39.2,10.5,28.3,437.8,340.35,97.45,341.03,2022-04-19,
364,17,39.2,10.5,28.2,437.83,340.44,97.39,341.09,2022-04-19,
365,18,39.2,10.5,28.2,437.79,340.34,97.45,341.03,2022-04-19,
366,19,39.2,10.5,28.2,437.76,340.37,97.39,341.05,2022-04-19,
367,20,39.1,10.4,28.2,437.81,340.38,97.43,341.07,2022-04-19,
368,21,39.2,10.5,28.2,437.73,340.47,97.26,341.03,2022-04-19,
369,22,39.2,10.5,28.1,437.73,340.43,97.3,341.1,2022-04-19,
370,23,39.0,10.4,28.1,437.7,340.37,97.33,341.09,2022-04-19,
371,24,39.0,10.4,28.1,437.68,340.51,97.17,341.05,2022-04-19,
372,,,,,,,,,2022-04-19,
373,AVG,39.25,10.45,28.22,437.79,340.33,97.47,340.98,2022-04-19,
374,,,,,,,,,2022-04-19,
375,MAX,40.6,10.6,28.4,437.92,340.67,97.68,341.2,2022-04-19,
376,MIN,38.9,10.4,28.0,437.67,340.12,97.17,340.7,2022-04-19,
377,1,39.0,10.5,28.1,437.66,340.47,97.19,341.24,2022-04-20,
378,2,39.0,10.5,28.0,437.64,340.42,97.22,341.18,2022-04-20,
379,3,40.5,10.5,28.0,437.86,340.49,97.37,341.28,2022-04-20,
380,4,39.0,10.5,28.0,437.67,340.4,97.27,341.14,2022-04-20,
381,5,39.0,10.5,28.0,437.62,340.53,97.09,341.13,2022-04-20,
382,6,40.4,10.5,27.9,437.63,340.35,97.28,341.26,2022-04-20,
383,7,38.8,10.4,27.9,437.55,340.35,97.2,341.01,2022-04-20,
384,8,38.9,10.4,27.9,437.54,340.38,97.16,341.12,2022-04-20,
385,9,38.9,10.5,27.9,437.57,340.39,97.18,341.0,2022-04-20,
386,10,38.9,10.5,27.9,437.53,340.3,97.23,341.13,2022-04-20,
387,11,38.9,10.5,27.9,437.51,340.23,97.28,341.03,2022-04-20,
388,12,41.4,13.1,27.8,437.58,340.3,97.28,341.25,2022-04-20,
389,13,40.9,12.6,27.8,437.47,340.18,97.29,341.19,2022-04-20,
390,14,42.3,12.6,27.7,437.22,340.21,97.01,341.21,2022-04-20,
391,15,42.8,11.6,27.7,437.44,340.4,97.04,340.98,2022-04-20,
392,16,38.3,9.9,27.9,437.42,340.34,97.08,340.97,2022-04-20,
393,17,38.3,9.9,27.8,437.45,340.25,97.2,340.99,2022-04-20,
394,18,38.4,9.9,28.0,437.61,340.17,97.44,340.96,2022-04-20,
395,19,38.4,9.9,28.0,437.6,340.34,97.26,340.94,2022-04-20,
396,20,38.5,10.0,28.1,437.65,340.53,97.12,341.19,2022-04-20,
397,21,42.4,10.0,31.9,437.65,340.9,96.75,341.31,2022-04-20,
398,22,43.6,10.0,33.1,437.87,340.85,97.02,341.35,2022-04-20,
399,23,43.4,9.9,32.9,437.7,340.82,96.88,341.46,2022-04-20,
400,24,43.3,10.0,32.9,437.81,340.9,96.91,341.36,2022-04-20,
401,,,,,,,,,2022-04-20,
402,AVG,40.14,10.61,28.71,437.59,340.44,97.16,341.15,2022-04-20,
403,,,,,,,,,2022-04-20,
404,MAX,43.6,13.1,33.1,437.87,340.9,97.44,341.46,2022-04-20,
405,MIN,38.3,9.9,27.7,437.22,340.17,96.75,340.94,2022-04-20,
406,1,43.4,9.9,33.0,437.83,340.79,97.04,341.23,2022-04-21,
407,2,43.1,10.0,32.6,437.76,340.72,97.04,341.28,2022-04-21,
408,3,41.9,9.9,30.0,437.8,340.62,97.18,341.18,2022-04-21,
409,4,40.4,10.0,30.0,437.67,340.47,97.2,340.96,2022-04-21,
410,5,40.3,9.9,29.9,437.73,340.45,97.28,341.24,2022-04-21,
411,6,40.5,10.0,30.0,437.76,340.5,97.26,341.04,2022-04-21,
412,7,40.4,9.9,30.0,437.79,340.49,97.3,341.12,2022-04-21,
413,8,40.6,10.0,30.1,438.0,340.45,97.55,340.97,2022-04-21,
414,9,40.5,10.0,30.1,437.84,340.53,97.31,341.3,2022-04-21,
415,10,40.5,10.0,30.1,437.93,340.47,97.46,341.09,2022-04-21,
416,11,40.6,10.0,30.1,437.9,340.43,97.47,341.11,2022-04-21,
417,12,40.5,9.9,30.1,437.88,340.51,97.37,341.02,2022-04-21,
418,13,40.6,10.0,30.1,437.91,340.45,97.46,341.08,2022-04-21,
419,14,40.5,9.9,30.1,437.95,340.53,97.42,341.18,2022-04-21,
420,15,40.8,9.9,30.4,437.89,340.58,97.31,341.12,2022-04-21,
421,16,46.3,9.9,35.9,437.91,341.14,96.77,341.44,2022-04-21,
422,17,46.3,10.0,35.9,437.89,341.12,96.77,341.46,2022-04-21,
423,18,46.6,10.1,36.0,437.96,341.08,96.88,341.49,2022-04-21,
424,19,46.5,10.0,36.0,437.98,341.03,96.95,341.44,2022-04-21,
425,20,48.0,10.0,36.0,438.11,341.02,97.09,341.5,2022-04-21,
426,21,48.1,10.0,36.1,438.09,341.33,96.76,341.75,2022-04-21,
427,22,46.6,10.0,36.1,438.1,341.07,97.03,341.49,2022-04-21,
428,23,46.6,10.0,36.1,438.13,341.0,97.13,341.47,2022-04-21,
429,24,46.6,10.0,36.1,438.12,341.03,97.09,341.4,2022-04-21,
430,,,,,,,,,2022-04-21,
431,AVG,43.18,9.97,32.53,437.91,340.74,97.17,341.26,2022-04-21,
432,,,,,,,,,2022-04-21,
433,MAX,48.1,10.1,36.1,438.13,341.33,97.55,341.75,2022-04-21,
434,MIN,40.3,9.9,29.9,437.67,340.43,96.76,340.96,2022-04-21,
435,1,46.5,10.0,36.0,438.01,340.98,97.03,341.43,2022-04-22,
436,2,46.5,9.9,36.1,438.16,341.02,97.14,341.53,2022-04-22,
437,3,46.5,10.0,36.0,437.98,341.02,96.96,341.51,2022-04-22,
438,4,44.1,10.0,33.6,438.01,340.6,97.41,341.15,2022-04-22,
439,5,46.6,10.0,33.1,438.02,341.24,96.78,341.64,2022-04-22,
440,6,43.5,9.9,33.1,437.95,340.64,97.31,341.12,2022-04-22,
441,7,43.5,9.9,33.1,437.96,340.62,97.34,341.28,2022-04-22,
442,8,43.6,10.0,33.1,437.93,340.66,97.27,341.21,2022-04-22,
443,9,43.5,10.0,33.1,437.93,340.6,97.33,341.17,2022-04-22,
444,10,43.6,10.0,33.1,437.93,340.64,97.29,341.31,2022-04-22,
445,11,43.5,10.0,33.1,437.92,340.62,97.3,341.22,2022-04-22,
446,12,43.5,9.9,33.0,437.92,340.59,97.33,341.19,2022-04-22,
447,13,43.5,9.9,33.0,437.9,340.66,97.24,341.07,2022-04-22,
448,14,43.5,9.9,33.0,437.88,340.63,97.25,341.05,2022-04-22,
449,15,43.5,10.0,33.0,437.87,340.69,97.18,341.28,2022-04-22,
450,16,43.5,10.0,33.0,437.88,340.66,97.22,341.22,2022-04-22,
451,17,43.5,10.0,33.0,437.85,340.66,97.19,341.14,2022-04-22,
452,18,43.5,10.0,32.9,437.86,340.58,97.28,341.21,2022-04-22,
453,19,43.5,10.1,32.9,437.85,340.65,97.2,341.16,2022-04-22,
454,20,43.4,9.9,33.0,437.85,340.68,97.17,341.29,2022-04-22,
455,21,43.3,9.9,32.9,437.81,340.57,97.24,341.11,2022-04-22,
456,22,43.4,10.0,32.9,437.84,340.57,97.27,341.07,2022-04-22,
457,23,43.3,10.0,32.9,437.74,340.57,97.17,341.18,2022-04-22,
458,24,43.3,10.0,32.8,437.78,340.62,97.16,341.1,2022-04-22,
459,,,,,,,,,2022-04-22,
460,AVG,44.0,9.97,33.4,437.91,340.7,97.21,341.24,2022-04-22,
461,,,,,,,,,2022-04-22,
462,MAX,46.6,10.1,36.1,438.16,341.24,97.41,341.64,2022-04-22,
463,MIN,43.3,9.9,32.8,437.74,340.57,96.78,341.05,2022-04-22,
464,1,43.4,9.9,32.9,437.83,340.62,97.21,341.11,2022-04-23,
465,2,44.9,10.1,32.8,437.62,340.7,96.92,341.19,2022-04-23,
466,3,43.4,10.0,32.9,437.69,340.71,96.98,341.19,2022-04-23,
467,4,43.4,10.0,32.9,437.6,340.74,96.86,341.17,2022-04-23,
468,5,43.3,10.0,32.8,437.65,340.74,96.91,341.19,2022-04-23,
469,6,43.3,9.9,32.9,437.7,340.72,96.98,341.25,2022-04-23,
470,7,44.8,9.9,32.9,437.72,341.17,96.55,341.64,2022-04-23,
471,8,43.4,10.0,32.9,437.79,340.8,96.99,341.13,2022-04-23,
472,9,43.4,9.9,32.9,437.81,340.8,97.01,341.32,2022-04-23,
473,10,43.4,10.0,32.9,437.75,340.69,97.06,341.4,2022-04-23,
474,11,43.4,10.0,32.9,437.78,340.71,97.07,341.3,2022-04-23,
475,12,43.5,10.0,32.9,437.85,340.77,97.08,341.26,2022-04-23,
476,13,41.0,10.0,30.5,437.8,340.37,97.43,341.07,2022-04-23,
477,14,39.5,10.0,29.0,437.73,340.34,97.39,340.92,2022-04-23,
478,15,39.4,9.9,29.0,437.8,340.43,97.37,340.92,2022-04-23,
479,16,39.4,9.9,29.0,437.78,340.33,97.45,340.87,2022-04-23,
480,17,39.5,9.9,29.0,437.78,340.37,97.41,341.01,2022-04-23,
481,18,39.5,10.0,29.1,437.77,340.26,97.51,340.95,2022-04-23,
482,19,39.4,9.9,29.0,437.77,340.19,97.58,341.07,2022-04-23,
483,20,39.5,9.9,29.0,437.79,340.35,97.44,341.02,2022-04-23,
484,21,39.4,9.9,29.1,437.77,340.36,97.41,340.9,2022-04-23,
485,22,39.5,9.9,29.0,437.73,340.21,97.52,341.08,2022-04-23,
486,23,39.4,9.9,29.0,437.7,340.24,97.46,340.97,2022-04-23,
487,24,39.5,10.0,29.0,437.71,340.18,97.53,341.0,2022-04-23,
488,,,,,,,,,2022-04-23,
489,AVG,41.61,9.95,31.01,437.75,340.53,97.21,341.12,2022-04-23,
490,,,,,,,,,2022-04-23,
491,MAX,44.9,10.1,32.9,437.85,341.17,97.58,341.64,2022-04-23,
492,MIN,39.4,9.9,29.0,437.6,340.18,96.55,340.87,2022-04-23,
493,1,40.9,9.9,29.0,437.58,340.24,97.34,341.03,2022-04-24,
494,2,39.4,9.9,29.0,437.62,340.34,97.28,341.05,2022-04-24,
495,3,39.4,10.0,28.9,437.61,340.12,97.49,340.89,2022-04-24,
496,4,39.3,9.9,28.9,437.63,340.21,97.42,341.0,2022-04-24,
497,5,39.4,9.9,28.9,437.69,340.17,97.52,340.96,2022-04-24,
498,6,39.4,9.9,29.0,437.8,340.23,97.57,340.92,2022-04-24,
499,7,39.5,9.9,29.1,437.8,340.26,97.54,340.89,2022-04-24,
500,8,39.6,9.9,29.2,437.84,340.18,97.66,341.0,2022-04-24,
501,9,39.6,9.9,29.2,437.89,340.16,97.73,341.01,2022-04-24,
502,10,39.6,9.9,29.3,438.0,340.29,97.71,340.9,2022-04-24,
503,11,39.8,9.9,29.4,438.03,340.22,97.81,340.95,2022-04-24,
504,12,40.5,9.9,30.1,438.07,340.47,97.6,341.02,2022-04-24,
505,13,43.5,9.9,33.1,438.09,340.66,97.43,341.17,2022-04-24,
506,14,43.6,9.9,33.1,438.11,340.59,97.52,341.24,2022-04-24,
507,15,43.5,9.9,33.1,438.05,340.65,97.4,341.29,2022-04-24,
508,16,43.5,9.9,33.1,438.07,340.66,97.41,341.18,2022-04-24,
509,17,43.5,9.9,33.1,438.06,340.65,97.41,341.16,2022-04-24,
510,18,43.6,10.0,33.0,438.05,340.67,97.38,341.14,2022-04-24,
511,19,43.5,10.0,33.1,438.07,340.61,97.46,341.21,2022-04-24,
512,20,43.3,9.9,32.9,438.1,340.61,97.49,341.07,2022-04-24,
513,21,33.3,9.8,22.9,437.64,339.76,97.88,340.52,2022-04-24,
514,22,32.7,9.9,22.3,437.95,339.85,98.1,340.35,2022-04-24,
515,23,33.0,9.9,22.6,438.01,339.8,98.21,340.29,2022-04-24,
516,24,40.1,9.9,28.2,437.76,340.29,97.47,341.07,2022-04-24,
517,,,,,,,,,2022-04-24,
518,AVG,40.15,9.91,29.6,437.9,340.32,97.58,340.97,2022-04-24,
519,,,,,,,,,2022-04-24,
520,MAX,43.6,10.0,33.1,438.11,340.67,98.21,341.29,2022-04-24,
521,MIN,32.7,9.8,22.3,437.58,339.76,97.28,340.29,2022-04-24,
522,1,39.5,10.0,29.0,438.08,340.29,97.79,340.94,2022-04-25,
523,2,39.5,9.9,29.1,438.06,340.41,97.65,341.03,2022-04-25,
524,3,40.8,10.0,28.8,437.9,340.25,97.65,340.84,2022-04-25,
525,4,39.3,9.9,28.9,437.92,340.23,97.69,340.98,2022-04-25,
526,5,39.2,9.9,28.8,437.68,340.27,97.41,341.03,2022-04-25,
527,6,42.1,9.9,28.7,437.7,340.86,96.84,341.43,2022-04-25,
528,7,39.2,9.9,28.8,437.72,340.3,97.42,341.06,2022-04-25,
529,8,39.1,9.9,28.7,437.62,340.29,97.33,340.87,2022-04-25,
530,9,39.2,10.0,28.7,437.71,340.19,97.52,340.84,2022-04-25,
531,10,38.9,9.9,28.5,437.63,340.26,97.37,340.86,2022-04-25,
532,11,37.4,9.9,27.0,437.68,340.2,97.48,340.8,2022-04-25,
533,12,37.4,9.9,27.0,437.67,340.22,97.45,340.57,2022-04-25,
534,13,37.4,9.9,27.0,437.69,340.21,97.48,340.6,2022-04-25,
535,14,37.4,9.9,27.0,437.73,340.14,97.59,340.81,2022-04-25,
536,15,37.4,9.9,27.0,437.68,340.1,97.58,340.61,2022-04-25,
537,16,37.5,10.0,27.0,437.69,340.18,97.51,340.63,2022-04-25,
538,17,37.4,9.9,27.0,437.68,340.1,97.58,340.6,2022-04-25,
539,18,37.4,9.9,27.0,437.69,340.23,97.46,340.77,2022-04-25,
540,19,37.4,9.9,27.0,437.72,340.13,97.59,340.59,2022-04-25,
541,20,37.5,9.9,27.0,437.72,340.15,97.57,340.61,2022-04-25,
542,21,37.4,9.9,27.0,437.72,340.16,97.56,340.73,2022-04-25,
543,22,37.4,9.9,27.0,437.76,340.18,97.58,340.63,2022-04-25,
544,23,37.5,9.9,27.1,437.75,340.18,97.57,340.64,2022-04-25,
545,24,42.1,10.0,27.1,437.91,340.2,97.71,340.58,2022-04-25,
546,,,,,,,,,2022-04-25,
547,AVG,38.56,9.92,27.76,437.75,340.24,97.52,340.79,2022-04-25,
548,,,,,,,,,2022-04-25,
549,MAX,42.1,10.0,29.1,438.08,340.86,97.79,341.43,2022-04-25,
550,MIN,37.4,9.9,27.0,437.62,340.1,96.84,340.57,2022-04-25,
551,1,37.5,9.9,27.1,437.79,340.1,97.69,340.66,2022-04-26,
552,2,37.5,9.9,27.1,437.79,340.16,97.63,340.55,2022-04-26,
553,3,37.6,9.9,27.2,437.84,340.05,97.79,340.64,2022-04-26,
554,4,37.5,9.9,27.1,437.78,340.13,97.65,340.47,2022-04-26,
555,5,37.5,9.9,27.1,437.84,340.11,97.73,340.73,2022-04-26,
556,6,37.6,9.9,27.2,437.83,340.11,97.72,340.46,2022-04-26,
557,7,37.5,9.9,27.1,437.87,340.05,97.82,340.48,2022-04-26,
558,8,39.0,9.9,27.1,437.83,340.26,97.57,340.81,2022-04-26,
559,9,37.5,10.0,27.0,437.86,340.06,97.8,340.67,2022-04-26,
560,10,37.5,9.9,27.1,437.9,340.08,97.82,340.57,2022-04-26,
561,11,37.5,9.9,27.1,437.88,340.0,97.88,340.47,2022-04-26,
562,12,37.4,9.9,27.1,437.88,340.06,97.82,340.52,2022-04-26,
563,13,37.5,9.9,27.1,437.9,340.06,97.84,340.55,2022-04-26,
564,14,37.5,9.9,27.1,437.9,340.1,97.8,340.48,2022-04-26,
565,15,37.5,9.9,27.1,437.88,340.05,97.83,340.45,2022-04-26,
566,16,39.1,9.9,28.6,437.94,340.43,97.51,340.91,2022-04-26,
567,17,44.3,9.9,33.9,437.93,340.62,97.31,341.09,2022-04-26,
568,18,44.4,9.9,34.0,438.01,340.65,97.36,341.04,2022-04-26,
569,19,40.9,9.9,30.5,437.31,339.48,97.83,339.84,2022-04-26,
570,20,24.2,9.8,13.9,437.92,338.86,99.06,339.41,2022-04-26,
571,21,35.5,9.8,23.7,438.05,339.52,98.53,340.15,2022-04-26,
572,22,43.7,9.9,33.3,438.05,340.52,97.53,341.04,2022-04-26,
573,23,47.4,9.9,34.0,438.06,340.53,97.53,341.11,2022-04-26,
574,24,44.3,9.9,34.0,438.06,340.37,97.69,340.91,2022-04-26,
575,,,,,,,,,2022-04-26,
576,AVG,38.66,9.9,28.02,437.88,340.1,97.78,340.58,2022-04-26,
577,,,,,,,,,2022-04-26,
578,MAX,47.4,10.0,34.0,438.06,340.65,99.06,341.11,2022-04-26,
579,MIN,24.2,9.8,13.9,437.31,338.86,97.31,339.41,2022-04-26,
580,1,45.8,9.9,33.9,437.95,340.37,97.58,340.81,2022-04-27,
581,2,45.8,9.9,33.9,437.91,340.44,97.47,340.97,2022-04-27,
582,3,44.3,9.9,33.9,437.93,340.37,97.56,340.9,2022-04-27,
583,4,44.3,9.9,33.9,437.92,340.33,97.59,340.93,2022-04-27,
584,5,44.3,9.9,33.9,437.91,340.33,97.58,340.91,2022-04-27,
585,6,45.0,9.9,34.6,437.95,340.69,97.26,341.24,2022-04-27,
586,7,54.4,9.9,43.9,437.95,341.14,96.81,341.62,2022-04-27,
587,8,54.4,10.0,43.9,437.96,341.14,96.82,341.57,2022-04-27,
588,9,54.4,10.1,43.8,437.83,341.14,96.69,341.7,2022-04-27,
589,10,54.2,10.1,43.7,437.79,341.25,96.54,341.76,2022-04-27,
590,11,54.2,10.1,43.7,437.73,341.23,96.5,341.6,2022-04-27,
591,12,54.0,10.0,43.5,437.64,341.22,96.42,341.7,2022-04-27,
592,13,54.0,10.1,43.5,437.6,341.24,96.36,341.76,2022-04-27,
593,14,53.9,10.1,43.4,437.71,341.2,96.51,341.55,2022-04-27,
594,15,44.0,10.0,33.5,437.76,340.46,97.3,341.01,2022-04-27,
595,16,44.2,10.0,33.8,437.62,340.49,97.13,341.05,2022-04-27,
596,17,44.4,10.0,33.8,437.76,340.56,97.2,341.14,2022-04-27,
597,18,44.3,9.9,33.9,437.74,340.5,97.24,340.95,2022-04-27,
598,19,44.4,10.0,33.9,437.79,340.58,97.21,341.01,2022-04-27,
599,20,44.4,9.9,33.9,437.8,340.52,97.28,341.09,2022-04-27,
600,21,44.4,10.0,33.9,437.77,340.55,97.22,341.08,2022-04-27,
601,22,43.9,9.9,33.5,437.85,340.33,97.52,340.98,2022-04-27,
602,23,42.1,9.9,31.7,437.87,340.23,97.64,340.84,2022-04-27,
603,24,42.1,9.9,31.7,437.86,340.35,97.51,340.84,2022-04-27,
604,,,,,,,,,2022-04-27,
605,AVG,47.55,9.97,36.96,437.82,340.69,97.12,341.21,2022-04-27,
606,,,,,,,,,2022-04-27,
607,MAX,54.4,10.1,43.9,437.96,341.25,97.64,341.76,2022-04-27,
608,MIN,42.1,9.9,31.7,437.6,340.23,96.36,340.81,2022-04-27,
609,1,42.4,9.9,32.0,437.92,340.26,97.66,341.01,2022-04-28,
610,2,42.5,9.9,32.1,438.06,340.35,97.71,340.92,2022-04-28,
611,3,42.5,9.9,32.1,437.95,340.41,97.54,340.95,2022-04-28,
612,4,42.5,10.0,32.1,437.92,340.21,97.71,340.97,2022-04-28,
613,5,42.4,9.8,32.1,437.96,340.31,97.65,340.92,2022-04-28,
614,6,42.5,9.9,32.0,437.88,340.39,97.49,340.84,2022-04-28,
615,7,42.4,9.9,32.1,437.89,340.32,97.57,340.75,2022-04-28,
616,8,42.5,9.9,32.0,437.85,340.37,97.48,340.89,2022-04-28,
617,9,42.4,9.9,31.9,437.8,340.31,97.49,340.99,2022-04-28,
618,10,42.3,9.9,31.9,437.77,340.35,97.42,340.97,2022-04-28,
619,11,42.2,9.9,31.8,437.68,340.26,97.42,340.84,2022-04-28,
620,12,44.6,10.0,32.6,437.75,340.53,97.22,341.26,2022-04-28,
621,13,44.1,9.9,33.7,437.7,341.14,96.56,341.45,2022-04-28,
622,14,44.1,10.0,33.7,437.74,340.59,97.15,341.01,2022-04-28,
623,15,44.3,10.0,33.8,437.91,340.49,97.42,341.1,2022-04-28,
624,16,44.5,10.1,34.0,437.94,340.6,97.34,341.03,2022-04-28,
625,17,44.5,10.0,34.0,437.93,340.55,97.38,341.04,2022-04-28,
626,18,44.5,9.9,34.1,438.05,340.55,97.5,341.03,2022-04-28,
627,19,44.6,9.9,34.2,438.17,340.63,97.54,341.08,2022-04-28,
628,20,43.9,9.9,33.4,437.73,340.54,97.19,340.98,2022-04-28,
629,21,44.1,10.0,33.6,437.92,340.53,97.39,341.05,2022-04-28,
630,22,44.5,10.0,34.0,437.76,340.51,97.25,341.06,2022-04-28,
631,23,46.5,10.0,34.5,437.92,341.52,96.4,341.91,2022-04-28,
632,24,53.5,10.0,42.9,438.05,341.36,96.69,341.82,2022-04-28,
633,,,,,,,,,2022-04-28,
634,AVG,43.93,9.94,33.36,437.89,340.55,97.34,341.08,2022-04-28,
635,,,,,,,,,2022-04-28,
636,MAX,53.5,10.1,42.9,438.17,341.52,97.71,341.91,2022-04-28,
637,MIN,42.2,9.8,31.8,437.68,340.21,96.4,340.75,2022-04-28,
638,1,53.5,10.0,43.0,437.9,341.36,96.54,341.78,2022-04-29,
639,2,55.0,10.0,43.0,437.92,341.42,96.5,341.79,2022-04-29,
640,3,53.7,10.1,43.0,437.92,341.37,96.55,341.77,2022-04-29,
641,4,53.5,10.1,43.0,437.92,341.44,96.48,341.78,2022-04-29,
642,5,55.1,10.0,43.0,437.95,341.46,96.49,341.85,2022-04-29,
643,6,51.9,10.0,41.4,437.85,341.29,96.56,341.68,2022-04-29,
644,7,51.6,10.0,41.1,437.9,341.33,96.57,341.68,2022-04-29,
645,8,51.7,10.1,41.1,437.87,341.25,96.62,341.75,2022-04-29,
646,9,51.6,10.0,41.0,437.89,341.26,96.63,341.64,2022-04-29,
647,10,51.7,10.1,41.1,437.91,341.29,96.62,341.7,2022-04-29,
648,11,51.6,10.0,41.0,437.88,341.29,96.59,341.75,2022-04-29,
649,12,53.1,10.1,41.0,437.93,341.29,96.64,341.71,2022-04-29,
650,13,54.6,10.1,41.0,437.88,341.32,96.56,341.78,2022-04-29,
651,14,51.6,10.0,41.1,437.87,341.25,96.62,341.52,2022-04-29,
652,15,51.6,10.0,41.1,437.89,341.2,96.69,341.59,2022-04-29,
653,16,51.5,10.0,41.1,437.86,341.16,96.7,341.63,2022-04-29,
654,17,54.6,10.0,41.0,437.99,341.27,96.72,341.7,2022-04-29,
655,18,51.6,10.0,41.1,437.98,341.17,96.81,341.57,2022-04-29,
656,19,51.6,10.0,41.1,437.93,341.2,96.73,341.68,2022-04-29,
657,20,51.6,10.0,41.1,437.96,341.14,96.82,341.6,2022-04-29,
658,21,51.6,10.0,41.1,437.89,341.1,96.79,341.58,2022-04-29,
659,22,51.6,10.0,41.1,437.94,341.08,96.86,341.58,2022-04-29,
660,23,51.6,10.0,41.1,437.95,341.17,96.78,341.67,2022-04-29,
661,24,51.7,10.0,41.1,437.9,341.05,96.85,341.64,2022-04-29,
662,,,,,,,,,2022-04-29,
663,AVG,52.47,10.03,41.49,437.91,341.26,96.65,341.68,2022-04-29,
664,,,,,,,,,2022-04-29,
665,MAX,55.1,10.1,43.0,437.99,341.46,96.86,341.85,2022-04-29,
666,MIN,51.5,10.0,41.0,437.85,341.05,96.48,341.52,2022-04-29,
667,1,51.7,10.0,41.1,437.94,341.15,96.79,341.64,2022-04-30,
668,2,51.7,10.0,41.2,437.96,341.25,96.71,341.55,2022-04-30,
669,3,51.8,10.1,41.2,438.04,341.18,96.86,341.73,2022-04-30,
670,4,51.7,10.0,41.2,438.04,341.22,96.82,341.6,2022-04-30,
671,5,53.1,10.0,41.1,438.03,341.16,96.87,341.5,2022-04-30,
672,6,46.1,10.0,35.6,437.86,340.97,96.89,341.57,2022-04-30,
673,7,46.1,10.0,35.6,437.91,340.85,97.06,341.23,2022-04-30,
674,8,46.3,10.1,35.8,437.93,340.82,97.11,341.29,2022-04-30,
675,9,46.2,9.9,35.8,437.94,340.85,97.09,341.28,2022-04-30,
676,10,46.3,10.0,35.8,437.93,340.77,97.16,341.25,2022-04-30,
677,11,47.8,10.0,35.8,437.95,340.75,97.2,341.32,2022-04-30,
678,12,47.8,10.0,35.8,438.02,340.96,97.06,341.43,2022-04-30,
679,13,46.3,10.0,35.8,437.92,340.83,97.09,341.31,2022-04-30,
680,14,46.2,10.0,35.7,437.99,340.85,97.14,341.32,2022-04-30,
681,15,46.4,10.0,35.9,438.01,340.93,97.08,341.34,2022-04-30,
682,16,46.4,10.0,35.9,438.01,340.93,97.08,341.34,2022-04-30,
683,17,46.5,10.0,36.0,438.09,340.94,97.15,341.27,2022-04-30,
684,18,44.8,10.0,34.3,438.17,340.39,97.78,340.82,2022-04-30,
685,19,35.3,9.9,24.9,437.36,339.93,97.43,340.41,2022-04-30,
686,20,38.8,9.9,27.0,437.85,340.39,97.46,340.88,2022-04-30,
687,21,43.7,9.9,33.3,438.21,340.6,97.61,341.27,2022-04-30,
688,22,43.9,9.9,33.5,437.81,340.55,97.26,341.11,2022-04-30,
689,23,43.9,9.9,33.5,437.89,340.6,97.29,341.13,2022-04-30,
690,24,44.1,9.9,33.6,437.88,340.57,97.31,341.14,2022-04-30,
691,,,,,,,,,2022-04-30,
692,AVG,46.37,9.98,35.64,437.95,340.81,97.14,341.28,2022-04-30,
693,,,,,,,,,2022-04-30,
694,MAX,53.1,10.1,41.2,438.21,341.25,97.78,341.73,2022-04-30,
695,MIN,35.3,9.9,24.9,437.36,339.93,96.71,340.41,2022-04-30,
696,1,43.9,10.0,33.5,437.89,340.58,97.31,341.09,2022-05-01,
697,2,44.0,9.9,33.6,437.93,340.6,97.33,341.29,2022-05-01,
698,3,44.0,9.9,33.5,437.81,340.53,97.28,341.11,2022-05-01,
699,4,45.5,9.9,33.5,437.89,340.6,97.29,341.09,2022-05-01,
700,5,44.0,9.9,33.6,437.83,340.58,97.25,341.19,2022-05-01,
701,6,43.9,9.9,33.5,437.89,340.45,97.44,341.16,2022-05-01,
702,7,45.1,9.9,33.2,437.91,340.53,97.38,341.14,2022-05-01,
703,8,45.2,10.1,33.1,437.92,340.64,97.28,341.23,2022-05-01,
704,9,45.1,9.9,33.1,438.0,340.61,97.39,341.12,2022-05-01,
705,10,43.6,10.0,33.2,437.93,340.56,97.37,340.95,2022-05-01,
706,11,43.6,9.9,33.1,437.96,340.49,97.47,341.09,2022-05-01,
707,12,45.1,9.9,33.2,437.87,340.51,97.36,340.82,2022-05-01,
708,13,45.7,10.0,35.3,437.82,340.87,96.95,341.31,2022-05-01,
709,14,46.3,10.0,35.9,437.81,340.75,97.06,341.27,2022-05-01,
710,15,46.4,9.9,35.9,437.91,340.76,97.15,341.18,2022-05-01,
711,16,46.4,10.0,35.9,437.95,340.76,97.19,341.07,2022-05-01,
712,17,46.4,9.9,35.9,438.02,340.76,97.26,341.13,2022-05-01,
713,18,46.4,9.9,36.0,437.96,340.71,97.25,341.2,2022-05-01,
714,19,46.4,9.9,36.0,438.02,340.73,97.29,341.18,2022-05-01,
715,20,46.4,9.9,36.0,438.01,340.78,97.23,341.28,2022-05-01,
