,Hour,Total Outflow kcfs,Generation Flow kcfs,Spill kcfs,PH 1 Forebay Elevation,Tailwater Elevation,Average Head,Project Forebay Elevation,Stevenson Gage Elevation,Project Tailwater Elevation,Date
304,15,135.7,32.3,91.0,74.8,12.3,62.5,74.6,75.3,12.5,2022-04-17
305,16,135.6,32.2,91.0,74.8,12.2,62.6,74.6,75.3,12.3,2022-04-17
306,17,135.7,32.4,90.9,74.8,12.2,62.6,74.6,75.3,12.3,2022-04-17
307,18,135.8,32.6,90.8,74.7,12.1,62.6,74.6,75.2,12.3,2022-04-17
308,19,135.8,32.6,90.8,74.8,12.1,62.7,74.6,75.2,12.2,2022-04-17
309,20,135.8,32.5,90.9,74.8,12.1,62.7,74.6,75.3,12.2,2022-04-17
310,21,135.3,32.0,90.9,74.8,12.2,62.6,74.6,75.3,12.3,2022-04-17
311,22,135.5,32.2,90.9,74.8,12.2,62.6,74.6,75.3,12.3,2022-04-17
312,23,132.7,32.4,87.9,74.9,12.1,62.8,74.7,75.3,12.3,2022-04-17
313,24,131.9,31.7,87.8,74.8,12.0,62.8,74.6,75.4,12.2,2022-04-17
314,,,,,,,,,,,2022-04-17
315,AVG,137.78,32.29,93.09,74.83,12.45,62.37,74.61,75.31,12.6,2022-04-17
316,,,,,,,,,,,2022-04-17
317,MAX,142.0,32.6,97.2,75.0,13.0,62.8,74.8,75.4,13.1,2022-04-17
318,MIN,131.9,31.7,87.8,74.7,12.0,61.9,74.4,75.2,12.2,2022-04-17
319,1,131.7,31.6,87.7,74.8,12.0,62.8,74.6,75.3,12.1,2022-04-18
320,2,132.0,31.8,87.8,74.9,11.9,63.0,74.7,75.4,12.1,2022-04-18
321,3,132.1,31.9,87.8,75.0,11.9,63.1,74.8,75.4,12.0,2022-04-18
322,4,132.1,31.9,87.8,74.9,11.8,63.1,74.7,75.4,11.9,2022-04-18
323,5,132.1,31.9,87.8,74.9,11.8,63.1,74.7,75.4,11.8,2022-04-18
324,6,132.7,32.5,87.8,74.9,11.8,63.1,74.6,75.4,11.8,2022-04-18
325,7,131.8,31.6,87.8,74.9,11.7,63.2,74.7,75.3,11.8,2022-04-18
326,8,132.5,32.3,87.8,75.0,12.0,63.0,74.7,75.4,12.1,2022-04-18
327,9,131.8,31.5,87.9,75.1,12.1,63.0,74.8,75.5,12.2,2022-04-18
328,10,131.9,31.6,87.9,75.1,12.5,62.6,74.9,75.5,12.7,2022-04-18
329,11,131.8,31.5,87.9,75.1,12.5,62.6,74.9,75.6,12.7,2022-04-18
330,12,132.1,31.8,87.9,75.1,12.4,62.7,74.9,75.6,12.6,2022-04-18
331,13,132.3,32.0,87.9,75.1,12.4,62.7,74.9,75.6,12.5,2022-04-18
332,14,132.1,31.8,87.9,75.0,12.3,62.7,74.9,75.5,12.5,2022-04-18
333,15,132.2,31.9,87.9,75.1,12.2,62.9,74.9,75.5,12.3,2022-04-18
334,16,132.2,31.9,87.9,75.0,12.1,62.9,74.9,75.5,12.3,2022-04-18
335,17,131.9,31.6,87.9,75.1,12.2,62.9,74.9,75.0,12.3,2022-04-18
336,18,132.0,31.8,87.8,74.9,12.1,62.8,74.7,75.4,12.2,2022-04-18
337,19,131.7,31.5,87.8,74.8,12.1,62.7,74.6,75.4,12.1,2022-04-18
338,20,131.8,31.7,87.7,74.9,12.0,62.9,74.7,75.4,12.1,2022-04-18
339,21,131.5,31.4,87.7,74.8,12.1,62.7,74.6,75.3,12.2,2022-04-18
340,22,131.9,31.7,87.8,74.9,12.3,62.6,74.7,75.4,12.4,2022-04-18
341,23,131.6,31.4,87.8,74.9,12.5,62.4,74.7,75.4,12.6,2022-04-18
342,24,131.6,31.4,87.8,75.0,12.5,62.5,74.8,75.4,12.6,2022-04-18
343,,,,,,,,,,,2022-04-18
344,AVG,131.97,31.75,87.83,74.97,12.13,62.83,74.76,75.42,12.25,2022-04-18
345,,,,,,,,,,,2022-04-18
346,MAX,132.7,32.5,87.9,75.1,12.5,63.2,74.9,75.6,12.7,2022-04-18
347,MIN,131.5,31.4,87.7,74.8,11.7,62.4,74.6,75.0,11.8,2022-04-18
348,1,131.9,31.7,87.8,74.9,12.4,62.5,74.7,75.4,12.6,2022-04-19
349,2,132.1,31.9,87.8,74.9,12.4,62.5,74.7,75.4,12.6,2022-04-19
350,3,131.8,31.6,87.8,74.9,12.3,62.6,74.7,75.4,12.4,2022-04-19
351,4,131.9,31.7,87.8,74.9,12.2,62.7,74.7,75.4,12.3,2022-04-19
352,5,132.1,31.9,87.8,74.9,12.2,62.7,74.7,75.3,12.3,2022-04-19
353,6,132.0,31.8,87.8,74.9,12.1,62.8,74.7,75.3,12.3,2022-04-19
354,7,132.0,31.8,87.8,75.0,12.2,62.8,74.7,75.4,12.3,2022-04-19
355,8,131.8,31.5,87.9,75.0,12.1,62.9,74.8,75.5,12.3,2022-04-19
356,9,131.9,31.6,87.9,75.0,12.3,62.7,74.7,75.5,12.5,2022-04-19
357,10,131.7,31.4,87.9,75.1,12.9,62.2,74.8,75.5,13.0,2022-04-19
358,11,131.9,31.6,87.9,75.2,12.9,62.3,75.0,75.6,13.1,2022-04-19
359,12,131.9,31.6,87.9,75.2,12.9,62.3,74.9,75.6,13.1,2022-04-19
360,13,132.1,31.7,88.0,75.1,12.8,62.3,74.9,75.6,13.0,2022-04-19
361,14,132.1,31.8,87.9,75.1,12.8,62.3,74.9,75.6,12.9,2022-04-19
362,15,132.3,31.9,88.0,75.2,12.6,62.6,75.0,75.6,12.8,2022-04-19
363,16,132.1,31.7,88.0,75.2,12.6,62.6,75.0,75.6,12.8,2022-04-19
364,17,132.1,31.8,87.9,75.1,12.5,62.6,74.9,75.6,12.6,2022-04-19
365,18,132.1,31.8,87.9,75.1,12.4,62.7,74.9,75.6,12.6,2022-04-19
366,19,132.3,32.0,87.9,75.1,12.2,62.9,74.9,75.5,12.6,2022-04-19
367,20,132.0,31.7,87.9,75.1,12.2,62.9,74.9,75.5,12.2,2022-04-19
368,21,132.0,31.7,87.9,75.1,12.2,62.9,74.9,75.6,12.2,2022-04-19
369,22,132.3,31.9,88.0,75.1,12.3,62.8,74.9,75.6,12.3,2022-04-19
370,23,131.9,31.6,87.9,75.1,12.2,62.9,74.9,75.6,12.4,2022-04-19
371,24,131.9,31.5,88.0,75.1,12.4,62.7,74.9,75.6,12.5,2022-04-19
372,,,,,,,,,,,2022-04-19
373,AVG,132.01,31.72,87.89,75.05,12.42,62.63,74.84,75.51,12.57,2022-04-19
374,,,,,,,,,,,2022-04-19
375,MAX,132.3,32.0,88.0,75.2,12.9,62.9,75.0,75.6,13.1,2022-04-19
376,MIN,131.7,31.4,87.8,74.9,12.1,62.2,74.7,75.3,12.2,2022-04-19
377,1,132.0,31.7,87.9,75.2,12.3,62.9,75.0,75.6,12.5,2022-04-20
378,2,132.3,31.9,88.0,75.1,12.3,62.8,74.9,75.6,12.4,2022-04-20
379,3,132.2,31.8,88.0,75.2,12.2,63.0,75.0,75.6,12.4,2022-04-20
380,4,132.2,31.8,88.0,75.1,12.2,62.9,74.9,75.6,12.3,2022-04-20
381,5,132.3,31.9,88.0,75.2,12.1,63.1,75.0,75.6,12.3,2022-04-20
382,6,133.0,31.8,88.8,74.9,12.6,62.3,74.7,75.7,12.7,2022-04-20
383,7,152.9,31.7,108.8,75.1,13.1,62.0,74.9,75.7,13.2,2022-04-20
384,8,152.8,31.4,109.0,75.3,13.1,62.2,75.1,75.8,13.2,2022-04-20
385,9,153.3,31.7,109.2,75.4,13.3,62.1,75.2,75.9,13.5,2022-04-20
386,10,153.3,31.8,109.1,75.4,13.8,61.6,75.2,76.0,13.8,2022-04-20
387,11,153.3,31.8,109.1,75.5,13.9,61.6,75.3,76.0,13.9,2022-04-20
388,12,153.3,31.7,109.2,75.6,13.9,61.7,75.2,76.0,14.0,2022-04-20
389,13,153.4,31.8,109.2,75.5,14.0,61.5,75.3,76.0,14.1,2022-04-20
390,14,153.4,31.8,109.2,75.5,13.9,61.6,75.2,76.0,14.0,2022-04-20
391,15,153.4,31.8,109.2,75.5,13.9,61.6,75.3,76.0,14.0,2022-04-20
392,16,153.1,31.6,109.1,75.4,13.9,61.5,75.3,76.0,14.0,2022-04-20
393,17,153.1,31.6,109.1,75.4,13.8,61.6,75.2,76.0,13.8,2022-04-20
394,18,153.3,31.8,109.1,75.4,13.7,61.7,75.2,76.0,13.8,2022-04-20
395,19,153.4,31.9,109.1,75.4,13.7,61.7,75.4,76.1,13.8,2022-04-20
396,20,153.1,31.5,109.2,75.7,13.9,61.8,75.4,76.2,13.7,2022-04-20
397,21,153.2,31.6,109.2,75.8,13.5,62.3,75.5,76.3,13.7,2022-04-20
398,22,153.1,31.6,109.1,75.9,13.6,62.3,75.6,76.4,13.6,2022-04-20
399,23,153.1,31.5,109.2,76.0,13.6,62.4,75.7,76.5,13.6,2022-04-20
400,24,153.4,31.7,109.3,76.0,13.7,62.3,75.7,76.5,13.7,2022-04-20
401,,,,,,,,,,,2022-04-20
402,AVG,148.0,31.72,103.88,75.44,13.33,62.1,75.22,75.96,13.42,2022-04-20
403,,,,,,,,,,,2022-04-20
404,MAX,153.4,31.9,109.3,76.0,14.0,63.1,75.7,76.5,14.1,2022-04-20
405,MIN,132.0,31.4,87.9,74.9,12.1,61.5,74.7,75.6,12.3,2022-04-20
406,1,153.2,31.6,109.2,75.8,13.7,62.1,75.6,76.4,13.8,2022-04-21
407,2,153.1,31.5,109.2,75.9,13.8,62.1,75.6,76.1,13.9,2022-04-21
408,3,153.1,31.6,109.1,75.9,13.8,62.1,75.6,76.4,13.9,2022-04-21
409,4,153.3,31.8,109.1,75.8,13.8,62.0,75.6,76.4,13.9,2022-04-21
410,5,153.3,31.8,109.1,75.8,13.8,62.0,75.6,76.3,13.9,2022-04-21
411,6,153.2,31.7,109.1,75.7,13.8,61.9,75.5,76.4,13.8,2022-04-21
412,7,153.3,31.8,109.1,75.8,13.9,61.9,75.5,76.3,13.8,2022-04-21
413,8,154.1,32.6,109.1,75.9,13.7,62.2,75.7,76.5,13.8,2022-04-21
414,9,153.3,31.6,109.3,76.1,13.8,62.3,75.8,76.6,13.9,2022-04-21
415,10,155.1,31.5,111.2,76.1,14.1,62.0,75.9,76.6,14.2,2022-04-21
416,11,155.8,31.6,111.8,76.1,14.3,61.8,75.9,76.7,14.5,2022-04-21
417,12,155.9,31.7,111.8,75.9,14.5,61.4,75.7,76.6,14.8,2022-04-21
418,13,155.9,31.8,111.7,75.8,14.5,61.3,75.6,76.5,14.6,2022-04-21
419,14,155.7,31.7,111.6,75.8,14.6,61.2,75.6,76.4,14.7,2022-04-21
420,15,155.7,31.6,111.7,75.8,14.5,61.3,75.6,76.4,14.6,2022-04-21
421,16,155.6,31.6,111.6,75.7,14.5,61.2,75.5,76.3,14.6,2022-04-21
422,17,155.9,31.9,111.6,75.6,14.4,61.2,75.4,76.2,14.5,2022-04-21
423,18,155.8,31.8,111.6,75.5,14.4,61.1,75.3,76.1,14.5,2022-04-21
424,19,155.8,31.7,111.7,75.4,14.3,61.1,75.3,76.1,14.3,2022-04-21
425,20,155.6,31.4,111.8,75.6,14.2,61.4,75.4,76.2,14.3,2022-04-21
426,21,156.0,31.6,112.0,75.7,14.2,61.5,75.5,76.3,14.2,2022-04-21
427,22,156.0,31.4,112.2,75.8,14.1,61.7,75.6,76.4,14.2,2022-04-21
428,23,156.2,31.6,112.2,75.9,14.0,61.9,75.6,76.4,14.1,2022-04-21
429,24,156.0,31.4,112.2,75.9,14.0,61.9,75.6,76.4,14.1,2022-04-21
430,,,,,,,,,,,2022-04-21
431,AVG,154.87,31.68,110.79,75.8,14.11,61.69,75.58,76.38,14.2,2022-04-21
432,,,,,,,,,,,2022-04-21
433,MAX,156.2,32.6,112.2,76.1,14.6,62.3,75.9,76.7,14.8,2022-04-21
434,MIN,153.1,31.4,109.1,75.4,13.7,61.1,75.3,76.1,13.8,2022-04-21
435,1,156.0,31.5,112.0,75.7,14.1,61.6,75.5,76.3,14.2,2022-04-22
436,2,155.7,31.4,111.9,75.4,14.2,61.2,75.2,76.1,14.2,2022-04-22
437,3,155.9,31.7,111.8,75.4,14.2,61.2,75.2,76.0,14.3,2022-04-22
438,4,155.6,31.5,111.7,75.3,14.2,61.1,75.0,75.9,14.3,2022-04-22
439,5,155.7,31.6,111.7,75.2,14.1,61.1,74.9,75.7,14.2,2022-04-22
440,6,156.1,31.4,112.3,74.9,14.1,60.8,74.6,75.6,14.1,2022-04-22
441,7,173.2,31.9,128.9,74.7,14.8,59.9,74.4,75.4,14.9,2022-04-22
442,8,174.3,32.6,129.3,74.9,14.9,60.0,74.7,75.6,14.9,2022-04-22
443,9,174.7,32.9,129.4,74.9,15.0,59.9,74.6,75.6,15.0,2022-04-22
444,10,174.7,33.0,129.3,74.8,15.0,59.8,74.6,75.6,15.1,2022-04-22
445,11,174.6,32.9,129.3,74.8,15.2,59.6,74.6,75.5,15.1,2022-04-22
446,12,174.7,33.0,129.3,74.8,15.3,59.5,74.6,75.6,15.3,2022-04-22
447,13,174.5,32.8,129.3,74.8,15.4,59.4,74.6,75.6,15.4,2022-04-22
448,14,174.3,32.7,129.2,74.6,15.4,59.2,74.4,75.4,15.5,2022-04-22
449,15,174.6,33.0,129.2,74.5,15.4,59.1,74.3,75.3,15.4,2022-04-22
450,16,174.7,33.1,129.2,74.4,15.4,59.0,74.2,75.2,15.4,2022-04-22
451,17,174.5,32.9,129.2,74.4,15.4,59.0,74.2,75.2,15.7,2022-04-22
452,18,174.8,33.2,129.2,73.9,15.4,58.5,74.1,75.1,15.5,2022-04-22
453,19,174.7,33.3,129.0,74.1,15.3,58.8,73.9,74.9,15.3,2022-04-22
454,20,174.5,33.0,129.1,74.2,15.3,58.9,74.0,75.0,15.3,2022-04-22
455,21,174.9,33.2,129.3,74.4,15.2,59.2,74.2,75.1,15.2,2022-04-22
456,22,174.5,32.9,129.2,74.1,15.3,58.8,74.3,75.2,15.3,2022-04-22
457,23,166.8,33.1,121.3,74.6,14.7,59.9,74.4,75.3,14.8,2022-04-22
458,24,165.0,33.1,119.5,74.7,14.7,60.0,74.5,75.4,14.8,2022-04-22
459,,,,,,,,,,,2022-04-22
460,AVG,169.12,32.57,124.15,74.73,14.92,59.81,74.54,75.48,14.97,2022-04-22
461,,,,,,,,,,,2022-04-22
462,MAX,174.9,33.3,129.4,75.7,15.4,61.6,75.5,76.3,15.7,2022-04-22
463,MIN,155.6,31.4,111.7,73.9,14.1,58.5,73.9,74.9,14.1,2022-04-22
464,1,165.0,33.0,119.6,74.8,14.6,60.2,74.5,75.4,14.7,2022-04-23
465,2,164.9,33.0,119.5,74.7,14.6,60.1,74.5,75.3,14.7,2022-04-23
466,3,164.6,33.3,118.9,74.5,14.6,59.9,74.3,75.2,14.6,2022-04-23
467,4,164.6,33.3,118.9,74.4,14.7,59.7,74.2,75.1,14.8,2022-04-23
468,5,153.4,33.3,107.7,74.4,14.1,60.3,74.3,75.1,14.1,2022-04-23
469,6,145.2,33.4,99.4,74.5,13.7,60.8,74.3,75.1,13.9,2022-04-23
470,7,135.1,32.5,90.2,74.7,13.0,61.7,74.5,75.1,13.1,2022-04-23
471,8,133.0,32.1,88.5,74.6,13.0,61.6,74.4,75.1,13.1,2022-04-23
472,9,134.2,32.1,89.7,74.5,12.8,61.7,74.4,75.0,13.0,2022-04-23
473,10,134.2,32.2,89.6,74.5,12.9,61.6,74.4,75.0,12.9,2022-04-23
474,11,134.3,32.4,89.5,74.5,12.7,61.8,74.3,75.0,12.8,2022-04-23
475,12,134.0,32.1,89.5,74.4,12.7,61.7,74.2,75.0,12.9,2022-04-23
476,13,134.0,32.2,89.4,74.5,12.7,61.8,74.3,75.0,12.9,2022-04-23
477,14,134.2,32.3,89.5,74.5,12.8,61.7,74.4,75.1,12.9,2022-04-23
478,15,134.1,32.1,89.6,74.6,12.7,61.9,74.5,75.1,12.9,2022-04-23
479,16,133.9,32.2,89.3,74.7,12.7,62.0,74.6,75.6,12.8,2022-04-23
480,17,134.1,32.3,89.4,74.8,12.7,62.1,74.7,75.3,12.8,2022-04-23
481,18,134.2,32.3,89.5,74.8,12.6,62.2,74.7,75.4,12.7,2022-04-23
482,19,134.5,32.6,89.5,74.9,12.5,62.4,74.7,75.4,12.6,2022-04-23
483,20,134.3,32.3,89.6,74.9,12.4,62.5,74.8,75.5,12.6,2022-04-23
484,21,134.3,32.2,89.7,75.0,12.3,62.7,74.9,75.6,12.5,2022-04-23
485,22,134.1,32.0,89.7,75.1,12.3,62.8,74.9,75.6,12.4,2022-04-23
486,23,134.2,32.1,89.7,75.2,12.2,63.0,75.0,75.6,12.3,2022-04-23
487,24,133.9,31.8,89.7,75.2,12.2,63.0,75.1,75.7,12.2,2022-04-23
488,,,,,,,,,,,2022-04-23
489,AVG,140.51,32.46,95.65,74.7,13.06,61.63,74.54,75.26,13.17,2022-04-23
490,,,,,,,,,,,2022-04-23
491,MAX,165.0,33.4,119.6,75.2,14.7,63.0,75.1,75.7,14.8,2022-04-23
492,MIN,133.0,31.8,88.5,74.4,12.2,59.7,74.2,75.0,12.2,2022-04-23
493,1,134.1,31.9,89.8,75.4,12.1,63.3,75.2,75.8,12.2,2022-04-24
494,2,134.1,31.9,89.8,75.4,12.0,63.4,75.2,75.8,12.2,2022-04-24
495,3,134.0,31.8,89.8,75.4,12.1,63.3,75.3,75.9,12.2,2022-04-24
496,4,134.1,31.9,89.8,75.5,12.1,63.4,75.3,76.0,12.2,2022-04-24
497,5,133.9,31.7,89.8,75.6,12.1,63.5,75.4,76.0,12.2,2022-04-24
498,6,134.0,31.8,89.8,75.7,12.1,63.6,75.5,76.1,12.3,2022-04-24
499,7,133.7,31.6,89.7,75.7,12.1,63.6,75.5,76.1,12.2,2022-04-24
500,8,134.2,31.6,90.2,75.8,12.0,63.8,75.4,76.2,12.1,2022-04-24
501,9,140.1,31.5,96.2,75.7,12.3,63.4,75.5,76.2,12.4,2022-04-24
502,10,139.4,31.6,95.4,75.8,12.3,63.5,75.6,76.3,12.5,2022-04-24
503,11,139.9,31.7,95.8,75.7,12.3,63.4,75.5,76.2,12.4,2022-04-24
504,12,140.3,31.7,96.2,75.6,12.3,63.3,75.4,76.1,12.4,2022-04-24
505,13,140.1,31.6,96.1,75.5,12.3,63.2,75.4,76.0,12.5,2022-04-24
506,14,140.0,31.6,96.0,75.4,12.4,63.0,75.3,76.0,12.5,2022-04-24
507,15,140.1,31.9,95.8,75.3,12.5,62.8,75.2,75.9,12.7,2022-04-24
508,16,140.0,31.7,95.9,75.3,12.5,62.8,75.1,75.8,12.7,2022-04-24
509,17,140.6,31.7,96.5,75.2,12.5,62.7,75.1,75.8,12.7,2022-04-24
510,18,150.3,32.0,105.9,75.0,13.1,61.9,74.8,75.6,13.2,2022-04-24
511,19,150.2,31.7,106.1,74.9,13.1,61.8,74.8,75.5,13.2,2022-04-24
512,20,150.2,31.6,106.2,75.1,13.1,62.0,75.0,75.6,13.2,2022-04-24
513,21,149.9,31.5,106.0,75.1,13.0,62.1,74.9,75.7,13.1,2022-04-24
514,22,149.5,31.6,105.5,75.1,13.2,61.9,75.0,75.7,13.2,2022-04-24
515,23,149.6,31.6,105.6,75.1,13.1,62.0,75.0,75.7,13.2,2022-04-24
516,24,149.6,31.6,105.6,75.1,13.1,62.0,74.9,75.7,13.1,2022-04-24
517,,,,,,,,,,,2022-04-24
518,AVG,140.91,31.7,96.81,75.39,12.49,62.9,75.22,75.9,12.61,2022-04-24
519,,,,,,,,,,,2022-04-24
520,MAX,150.3,32.0,106.2,75.8,13.2,63.8,75.6,76.3,13.2,2022-04-24
521,MIN,133.7,31.5,89.7,74.9,12.0,61.8,74.8,75.5,12.1,2022-04-24
522,1,149.6,31.7,105.5,74.8,13.0,61.8,74.8,75.6,13.1,2022-04-25
523,2,149.5,31.7,105.4,75.0,13.0,62.0,74.8,75.6,13.0,2022-04-25
524,3,149.5,31.7,105.4,74.9,13.0,61.9,74.8,75.5,13.0,2022-04-25
525,4,149.4,31.6,105.4,74.8,13.1,61.7,74.7,75.5,13.2,2022-04-25
526,5,149.5,31.7,105.4,74.8,13.2,61.6,74.6,75.4,13.2,2022-04-25
527,6,149.8,32.0,105.4,74.7,13.3,61.4,74.5,75.3,13.5,2022-04-25
528,7,149.6,31.8,105.4,74.6,13.3,61.3,74.5,75.2,13.4,2022-04-25
529,8,149.3,31.5,105.4,74.7,13.3,61.4,74.5,75.3,13.4,2022-04-25
530,9,149.6,31.7,105.5,74.7,13.3,61.4,74.5,75.3,13.4,2022-04-25
531,10,149.3,31.4,105.5,74.7,13.3,61.4,74.5,75.3,13.3,2022-04-25
532,11,149.4,31.5,105.5,74.7,13.2,61.5,74.5,75.3,13.3,2022-04-25
533,12,149.5,31.7,105.4,74.7,13.2,61.5,74.5,75.3,13.2,2022-04-25
534,13,149.3,31.5,105.4,74.6,13.3,61.3,74.5,75.3,13.4,2022-04-25
535,14,149.3,31.6,105.3,74.6,13.2,61.4,74.4,75.2,13.2,2022-04-25
536,15,149.8,32.0,105.4,74.6,13.2,61.4,74.4,75.2,13.2,2022-04-25
537,16,150.3,32.5,105.4,74.5,13.3,61.2,74.4,75.2,13.4,2022-04-25
538,17,149.3,31.5,105.4,74.6,13.4,61.2,74.4,75.2,13.5,2022-04-25
539,18,149.8,31.9,105.5,74.7,13.4,61.3,74.5,75.3,13.5,2022-04-25
540,19,149.6,31.7,105.5,74.7,13.4,61.3,74.5,75.3,13.5,2022-04-25
541,20,149.5,31.6,105.5,74.6,13.4,61.2,74.5,75.3,13.5,2022-04-25
542,21,149.5,31.6,105.5,74.7,13.3,61.4,74.5,75.3,13.4,2022-04-25
543,22,149.6,31.6,105.6,74.7,13.3,61.4,74.5,75.3,13.5,2022-04-25
544,23,149.5,31.5,105.6,74.7,13.3,61.4,74.5,75.3,13.4,2022-04-25
545,24,149.6,31.7,105.5,74.7,13.2,61.5,74.4,75.3,13.3,2022-04-25
546,,,,,,,,,,,2022-04-25
547,AVG,149.55,31.7,105.45,74.7,13.25,61.45,74.53,75.32,13.33,2022-04-25
548,,,,,,,,,,,2022-04-25
549,MAX,150.3,32.5,105.6,75.0,13.4,62.0,74.8,75.6,13.5,2022-04-25
550,MIN,149.3,31.4,105.3,74.5,13.0,61.2,74.4,75.2,13.0,2022-04-25
551,1,149.8,31.8,105.6,74.6,13.2,61.4,74.4,75.2,13.3,2022-04-26
552,2,149.4,31.6,105.4,74.5,13.2,61.3,74.3,75.1,13.3,2022-04-26
553,3,149.4,31.6,105.4,74.4,13.1,61.3,74.1,75.1,13.2,2022-04-26
554,4,149.4,31.5,105.5,74.4,13.1,61.3,74.2,75.0,13.2,2022-04-26
555,5,149.7,31.8,105.5,74.3,13.3,61.0,74.1,74.9,13.3,2022-04-26
556,6,149.5,31.7,105.4,74.3,13.3,61.0,74.1,74.9,13.5,2022-04-26
557,7,150.6,32.7,105.5,74.2,13.6,60.6,74.0,74.8,13.6,2022-04-26
558,8,150.4,32.5,105.5,74.5,13.5,61.0,74.3,75.0,13.6,2022-04-26
559,9,150.3,32.3,105.6,74.5,13.8,60.7,74.3,75.0,13.6,2022-04-26
560,10,150.6,32.5,105.7,74.6,13.5,61.1,74.3,75.1,13.5,2022-04-26
561,11,150.7,32.6,105.7,74.6,13.5,61.1,74.4,75.2,13.6,2022-04-26
562,12,151.2,33.2,105.6,74.6,13.4,61.2,74.4,75.2,13.5,2022-04-26
563,13,150.8,32.7,105.7,74.5,13.4,61.1,74.3,75.1,13.5,2022-04-26
564,14,150.5,32.5,105.6,74.5,13.3,61.2,74.3,75.1,13.4,2022-04-26
565,15,150.7,32.7,105.6,74.5,13.5,61.0,74.3,75.1,13.5,2022-04-26
566,16,150.4,32.4,105.6,74.5,13.3,61.2,74.3,75.1,13.4,2022-04-26
567,17,150.4,32.5,105.5,74.4,13.4,61.0,74.2,75.1,13.4,2022-04-26
568,18,150.4,32.5,105.5,74.4,13.5,60.9,74.2,75.0,13.5,2022-04-26
569,19,150.5,32.6,105.5,74.6,13.6,61.0,74.4,75.1,13.6,2022-04-26
570,20,150.7,32.6,105.7,74.7,13.5,61.2,74.5,75.2,13.6,2022-04-26
571,21,150.3,32.2,105.7,74.6,13.4,61.2,74.4,75.2,13.5,2022-04-26
572,22,150.4,32.2,105.8,74.8,13.4,61.4,74.5,75.3,13.5,2022-04-26
573,23,150.7,32.4,105.9,74.9,13.4,61.5,74.7,75.4,13.5,2022-04-26
574,24,150.4,32.3,105.7,74.8,13.4,61.4,74.6,75.4,13.4,2022-04-26
575,,,,,,,,,,,2022-04-26
576,AVG,150.3,32.31,105.59,74.53,13.4,61.13,74.32,75.11,13.46,2022-04-26
577,,,,,,,,,,,2022-04-26
578,MAX,151.2,33.2,105.9,74.9,13.8,61.5,74.7,75.4,13.6,2022-04-26
579,MIN,149.4,31.5,105.4,74.2,13.1,60.6,74.0,74.8,13.2,2022-04-26
580,1,150.5,32.5,105.6,74.8,13.3,61.5,74.6,75.3,13.4,2022-04-27
581,2,150.5,32.5,105.6,74.8,13.2,61.6,74.6,75.3,13.3,2022-04-27
582,3,150.6,32.5,105.7,74.8,13.2,61.6,74.6,75.4,13.3,2022-04-27
583,4,150.7,32.6,105.7,74.8,13.2,61.6,74.6,75.4,13.3,2022-04-27
584,5,150.6,32.6,105.6,74.8,13.3,61.5,74.6,75.4,13.4,2022-04-27
585,6,150.7,32.7,105.6,74.8,13.4,61.4,74.4,75.3,13.5,2022-04-27
586,7,150.4,32.4,105.6,74.8,13.7,61.1,74.5,75.3,13.7,2022-04-27
587,8,150.1,32.0,105.7,74.9,13.6,61.3,74.7,75.4,13.7,2022-04-27
588,9,150.4,32.2,105.8,75.0,13.6,61.4,74.8,75.5,13.7,2022-04-27
589,10,150.3,32.2,105.7,75.0,13.6,61.4,74.8,75.6,13.7,2022-04-27
590,11,150.5,32.4,105.7,75.0,13.6,61.4,74.8,75.6,13.6,2022-04-27
591,12,150.5,32.5,105.6,74.9,13.5,61.4,74.7,75.6,13.6,2022-04-27
592,13,150.2,32.3,105.5,74.6,13.5,61.1,74.6,75.5,13.7,2022-04-27
593,14,149.9,32.0,105.5,74.8,13.4,61.4,74.6,75.5,13.6,2022-04-27
594,15,150.2,32.3,105.5,74.8,13.4,61.4,74.7,75.5,13.5,2022-04-27
595,16,150.2,32.3,105.5,74.8,13.3,61.5,74.6,75.4,13.5,2022-04-27
596,17,150.6,32.7,105.5,74.8,13.3,61.5,74.6,75.4,13.5,2022-04-27
597,18,150.2,32.4,105.4,74.8,13.7,61.1,74.6,75.3,13.6,2022-04-27
598,19,150.5,32.7,105.4,74.7,13.6,61.1,74.6,75.3,13.6,2022-04-27
599,20,150.3,32.5,105.4,74.7,13.5,61.2,74.5,75.3,13.5,2022-04-27
600,21,150.3,32.5,105.4,74.7,13.6,61.1,74.5,75.2,13.6,2022-04-27
601,22,150.2,32.4,105.4,74.7,13.6,61.1,74.5,75.3,13.6,2022-04-27
602,23,150.3,32.5,105.4,74.6,13.5,61.1,74.5,75.3,13.6,2022-04-27
603,24,150.1,32.3,105.4,74.3,13.4,60.9,74.4,75.2,13.6,2022-04-27
604,,,,,,,,,,,2022-04-27
605,AVG,150.37,32.42,105.55,74.78,13.46,61.32,74.6,75.39,13.55,2022-04-27
606,,,,,,,,,,,2022-04-27
607,MAX,150.7,32.7,105.8,75.0,13.7,61.6,74.8,75.6,13.7,2022-04-27
608,MIN,149.9,32.0,105.4,74.3,13.2,60.9,74.4,75.2,13.3,2022-04-27
609,1,150.5,32.5,105.6,74.7,13.4,61.3,74.4,75.2,13.5,2022-04-28
610,2,150.4,32.4,105.6,74.6,13.3,61.3,74.4,75.2,13.4,2022-04-28
